Latitude,Longitude,Loc. quality,Loc. date,Pass,Sat.,Frequency,Msg Date,Comp.,Msg,> - 120 DB,Best level,Delta freq.,Long. 1,Lat. sol. 1,Long. 2,Lat. sol. 2,Loc. idx,Nopc,Error radius,Semi-major axis,Semi-minor axis,Ellipse orientation,GDOP,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
24.42757,-77.76371,3,11/09/2020 14:42:12,682,MC,401677541.93,11/09/2020 14:40:42,1,28,3,-115,401677541.93,-77.76371,24.42757,-77.76371,24.42757,50,3,166,1596,17,100,320,77,135,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42757,-77.76371,3,11/09/2020 14:42:12,682,MC,401677541.93,11/09/2020 14:41:11,1,28,3,-115,401677541.93,-77.76371,24.42757,-77.76371,24.42757,50,3,166,1596,17,100,320,84,233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42708,-77.76334,2,11/09/2020 14:46:01,624,NN,401677540.99,11/09/2020 14:43:09,1,20,0,-123,401677540.99,-77.76334,24.42708,-77.76334,24.42708,56,3,292,926,92,100,170,72,134,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42757,-77.76371,3,11/09/2020 14:42:12,682,MC,401677541.93,11/09/2020 14:43:09,1,28,3,-115,401677541.93,-77.76371,24.42757,-77.76371,24.42757,50,3,166,1596,17,100,320,72,134,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42708,-77.76334,2,11/09/2020 14:46:01,624,NN,401677540.99,11/09/2020 14:43:38,1,20,0,-123,401677540.99,-77.76334,24.42708,-77.76334,24.42708,56,3,292,926,92,100,170,95,238,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42757,-77.76371,3,11/09/2020 14:42:12,682,MC,401677541.93,11/09/2020 14:43:38,1,28,3,-115,401677541.93,-77.76371,24.42757,-77.76371,24.42757,50,3,166,1596,17,100,320,95,238,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42708,-77.76334,2,11/09/2020 14:46:01,624,NN,401677540.99,11/09/2020 14:44:07,1,20,0,-123,401677540.99,-77.76334,24.42708,-77.76334,24.42708,56,3,292,926,92,100,170,102,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42757,-77.76371,3,11/09/2020 14:42:12,682,MC,401677541.93,11/09/2020 14:44:07,1,28,3,-115,401677541.93,-77.76371,24.42757,-77.76371,24.42757,50,3,166,1596,17,100,320,102,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42708,-77.76334,2,11/09/2020 14:46:01,624,NN,401677540.99,11/09/2020 14:44:37,1,20,0,-123,401677540.99,-77.76334,24.42708,-77.76334,24.42708,56,3,292,926,92,100,170,90,176,131,220,232,208,34,210,228,186,214,39,148,3,225,22,1,255,255,216,112,0,0,,,,,,,,,
24.42757,-77.76371,3,11/09/2020 14:42:12,682,MC,401677541.93,11/09/2020 14:44:37,1,28,3,-115,401677541.93,-77.76371,24.42757,-77.76371,24.42757,50,3,166,1596,17,100,320,90,176,131,220,232,208,34,210,228,186,214,39,148,3,225,22,1,255,255,216,112,0,0,,,,,,,,,
24.42757,-77.76371,3,11/09/2020 14:42:12,682,MC,401677541.93,11/09/2020 14:45:28,1,28,3,-115,401677541.93,-77.76371,24.42757,-77.76371,24.42757,50,3,166,1596,17,100,320,22,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42708,-77.76334,2,11/09/2020 14:46:01,624,NN,401677540.99,11/09/2020 14:46:41,1,20,0,-123,401677540.99,-77.76334,24.42708,-77.76334,24.42708,56,3,292,926,92,100,170,66,132,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42757,-77.76371,3,11/09/2020 14:42:12,682,MC,401677541.93,11/09/2020 14:47:10,1,28,3,-115,401677541.93,-77.76371,24.42757,-77.76371,24.42757,50,3,166,1596,17,100,320,95,254,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42708,-77.76334,2,11/09/2020 14:46:01,624,NN,401677540.99,11/09/2020 14:48:09,2,20,0,-123,401677540.99,-77.76334,24.42708,-77.76334,24.42708,56,3,292,926,92,100,170,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42708,-77.76334,2,11/09/2020 14:46:01,624,NN,401677540.99,11/09/2020 14:48:38,11,20,0,-123,401677540.99,-77.76334,24.42708,-77.76334,24.42708,56,3,292,926,92,100,170,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42757,-77.76371,3,11/09/2020 14:42:12,682,MC,401677541.93,11/09/2020 14:49:08,1,28,3,-115,401677541.93,-77.76371,24.42757,-77.76371,24.42757,50,3,166,1596,17,100,320,66,117,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42757,-77.76371,3,11/09/2020 14:42:12,682,MC,401677541.93,11/09/2020 14:49:37,1,28,3,-115,401677541.93,-77.76371,24.42757,-77.76371,24.42757,50,3,166,1596,17,100,320,86,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42708,-77.76334,2,11/09/2020 14:46:01,624,NN,401677540.99,11/09/2020 14:49:37,1,20,0,-123,401677540.99,-77.76334,24.42708,-77.76334,24.42708,56,3,292,926,92,100,170,86,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42757,-77.76371,3,11/09/2020 14:42:12,682,MC,401677541.93,11/09/2020 14:50:07,1,28,3,-115,401677541.93,-77.76371,24.42757,-77.76371,24.42757,50,3,166,1596,17,100,320,107,133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42757,-77.76371,3,11/09/2020 14:42:12,682,MC,401677541.93,11/09/2020 14:50:36,5,28,3,-115,401677541.93,-77.76371,24.42757,-77.76371,24.42757,50,3,166,1596,17,100,320,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42708,-77.76334,2,11/09/2020 14:46:01,624,NN,401677540.99,11/09/2020 14:50:36,3,20,0,-123,401677540.99,-77.76334,24.42708,-77.76334,24.42708,56,3,292,926,92,100,170,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42757,-77.76371,3,11/09/2020 14:42:12,682,MC,401677541.93,11/09/2020 14:51:05,12,28,3,-115,401677541.93,-77.76371,24.42757,-77.76371,24.42757,50,3,166,1596,17,100,320,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42708,-77.76334,2,11/09/2020 14:46:01,624,NN,401677540.99,11/09/2020 14:51:05,12,20,0,-123,401677540.99,-77.76334,24.42708,-77.76334,24.42708,56,3,292,926,92,100,170,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42708,-77.76334,2,11/09/2020 14:46:01,624,NN,401677540.99,11/09/2020 14:52:33,1,20,0,-123,401677540.99,-77.76334,24.42708,-77.76334,24.42708,56,3,292,926,92,100,170,107,133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42708,-77.76334,2,11/09/2020 14:46:01,624,NN,401677540.99,11/09/2020 14:53:03,1,20,0,-123,401677540.99,-77.76334,24.42708,-77.76334,24.42708,56,3,292,926,92,100,170,26,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42829,-77.76391,3,11/09/2020 15:27:50,382,MB,401677535.2,11/09/2020 15:27:51,1,4,0,-132,401677535.2,-77.76391,24.42829,-77.76391,24.42829,58,3,245,349,172,95,245,95,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42829,-77.76391,3,11/09/2020 15:27:50,382,MB,401677535.2,11/09/2020 15:31:17,1,4,0,-132,401677535.2,-77.76391,24.42829,-77.76391,24.42829,58,3,245,349,172,95,245,14,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42829,-77.76391,3,11/09/2020 15:27:50,382,MB,401677535.2,11/09/2020 15:33:15,1,4,0,-132,401677535.2,-77.76391,24.42829,-77.76391,24.42829,58,3,245,349,172,95,245,109,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42829,-77.76391,3,11/09/2020 15:27:50,382,MB,401677535.2,11/09/2020 15:34:13,1,4,0,-132,401677535.2,-77.76391,24.42829,-77.76391,24.42829,58,3,245,349,172,95,245,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42903,-77.76496,1,11/09/2020 16:24:41,236,MC,401677534.15,11/09/2020 16:24:12,1,4,0,-128,401677534.15,-77.76496,24.42903,-77.76496,24.42903,68,3,542,2194,133,149,1506,88,196,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42903,-77.76496,1,11/09/2020 16:24:41,236,MC,401677534.15,11/09/2020 16:24:42,1,4,0,-128,401677534.15,-77.76496,24.42903,-77.76496,24.42903,68,3,542,2194,133,149,1506,109,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42903,-77.76496,1,11/09/2020 16:24:41,236,MC,401677534.15,11/09/2020 16:25:11,1,4,0,-128,401677534.15,-77.76496,24.42903,-77.76496,24.42903,68,3,542,2194,133,149,1506,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42759,-77.76312,2,11/09/2020 16:26:29,147,NN,401677536.39,11/09/2020 16:26:39,1,5,0,-132,401677536.39,-77.76312,24.42759,-77.76312,24.42759,56,3,358,637,200,173,879,81,201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42759,-77.76312,2,11/09/2020 16:26:29,147,NN,401677536.39,11/09/2020 16:27:09,1,5,0,-132,401677536.39,-77.76312,24.42759,-77.76312,24.42759,56,3,358,637,200,173,879,109,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42759,-77.76312,2,11/09/2020 16:26:29,147,NN,401677536.39,11/09/2020 16:27:38,1,5,0,-132,401677536.39,-77.76312,24.42759,-77.76312,24.42759,56,3,358,637,200,173,879,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42903,-77.76496,1,11/09/2020 16:24:41,236,MC,401677534.15,11/09/2020 16:28:08,1,4,0,-128,401677534.15,-77.76496,24.42903,-77.76496,24.42903,68,3,542,2194,133,149,1506,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.42759,-77.76312,2,11/09/2020 16:26:29,147,NN,401677536.39,11/09/2020 16:28:08,2,5,0,-132,401677536.39,-77.76312,24.42759,-77.76312,24.42759,56,3,358,637,200,173,879,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32607,-77.62709,2,01/15/2021 02:32:26,317,MC,401677542.32,01/15/2021 02:30:15,1,6,6,-113,401677542.32,-77.62709,24.32607,-77.62709,24.32607,50,0,461,2562,82,78,580,102,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32656,-77.62818,1,01/15/2021 02:33:40,175,NN,401677542.14,01/15/2021 02:31:57,1,4,0,-128,401677542.14,-77.62818,24.32656,-77.62818,24.32656,56,2,1170,2596,527,78,710,77,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32607,-77.62709,2,01/15/2021 02:32:26,317,MC,401677542.32,01/15/2021 02:31:57,1,6,6,-113,401677542.32,-77.62709,24.32607,-77.62709,24.32607,50,0,461,2562,82,78,580,77,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32656,-77.62818,1,01/15/2021 02:33:40,175,NN,401677542.14,01/15/2021 02:32:33,1,4,0,-128,401677542.14,-77.62818,24.32656,-77.62818,24.32656,56,2,1170,2596,527,78,710,88,132,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32607,-77.62709,2,01/15/2021 02:32:26,317,MC,401677542.32,01/15/2021 02:32:33,1,6,6,-113,401677542.32,-77.62709,24.32607,-77.62709,24.32607,50,0,461,2562,82,78,580,88,132,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32656,-77.62818,1,01/15/2021 02:33:40,175,NN,401677542.14,01/15/2021 02:33:40,2,4,0,-128,401677542.14,-77.62818,24.32656,-77.62818,24.32656,56,2,1170,2596,527,78,710,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32607,-77.62709,2,01/15/2021 02:32:26,317,MC,401677542.32,01/15/2021 02:33:40,2,6,6,-113,401677542.32,-77.62709,24.32607,-77.62709,24.32607,50,0,461,2562,82,78,580,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32607,-77.62709,2,01/15/2021 02:32:26,317,MC,401677542.32,01/15/2021 02:35:32,1,6,6,-113,401677542.32,-77.62709,24.32607,-77.62709,24.32607,50,0,461,2562,82,78,580,81,137,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.34515,-77.63372,B,01/15/2021 10:47:50,0,SR,401677545.69,01/15/2021 10:47:50,1,1,0,-124,401677545.69,-77.63372,24.34515,-77.63372,24.34515,8,2,7574,22166,2588,76,6527,81,169,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.33965,-77.65847,B,01/15/2021 11:15:18,0,A1,401677533.04,01/15/2021 11:15:18,1,1,0,-130,401677533.04,-77.65847,24.33965,-77.65847,24.33965,6,2,5026,9294,2718,75,5304,99,141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.3329,-77.66536,B,01/15/2021 12:04:33,0,NP,401677544.86,01/15/2021 12:04:34,1,1,1,-118,401677544.86,-77.66536,24.3329,-77.66536,24.3329,7,3,4120,8343,2034,94,5016,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.30849,-77.69863,B,01/16/2021 00:35:17,0,NN,401677545.23,01/16/2021 00:35:17,1,1,0,-137,401677545.23,-77.69863,24.30849,-77.69863,24.30849,0,2,3567,5883,2163,70,10086,95,191,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32103,-77.67935,B,01/16/2021 00:35:17,0,MC,401677540.16,01/16/2021 00:35:17,1,1,0,-133,401677540.16,-77.67935,24.32103,-77.67935,24.32103,0,3,3890,7088,2134,66,10999,95,191,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.33121,-77.6769,B,01/16/2021 00:47:52,0,SR,401677535.3,01/16/2021 00:47:53,1,1,0,-131,401677535.3,-77.6769,24.33121,-77.6769,24.33121,6,3,3419,10129,1153,76,9666,104,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.33835,-77.66105,B,01/16/2021 11:03:56,0,A1,401677542.66,01/16/2021 11:03:56,1,1,0,-130,401677542.66,-77.66105,24.33835,-77.66105,24.33835,8,3,3987,5399,2943,97,11274,32,69,224,0,20,255,202,204,100,147,172,7,231,83,46,132,4,105,97,113,233,101,117,15,130,114,219,64,37,176,246,
24.31689,-77.6677,B,01/16/2021 11:41:24,0,NK,401677549.67,01/16/2021 11:41:25,1,1,0,-133,401677549.67,-77.6677,24.31689,-77.6677,24.31689,8,3,3857,6585,2258,80,10904,82,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32827,-77.67264,B,01/16/2021 11:53:12,0,NP,401677544.25,01/16/2021 11:53:12,1,1,0,-122,401677544.25,-77.67264,24.32827,-77.67264,24.32827,8,3,3623,5917,2217,116,10243,103,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.31217,-77.64808,B,01/16/2021 11:58:45,333,SR,401677540.37,01/16/2021 11:53:12,1,2,0,-125,401677540.37,-77.64808,24.31217,-77.64808,24.31217,6,2,1309,17421,98,6,3689,103,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.31217,-77.64808,B,01/16/2021 11:58:45,333,SR,401677540.37,01/16/2021 11:58:45,1,2,0,-125,401677540.37,-77.64808,24.31217,-77.64808,24.31217,6,2,1309,17421,98,6,3689,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.31242,-77.67658,B,01/16/2021 22:33:33,0,SR,401677531.61,01/16/2021 22:33:34,1,1,0,-129,401677531.61,-77.67658,24.31242,-77.67658,24.31242,8,3,3137,4551,2162,62,8869,32,69,224,0,0,0,0,0,0,255,0,0,0,0,0,158,69,192,0,0,0,0,0,0,255,0,0,0,0,0,96,
24.30606,-77.64608,B,01/17/2021 01:56:11,65,MC,401677541.37,01/17/2021 01:56:11,1,2,0,-128,401677541.37,-77.64608,24.30606,-77.64608,24.30606,8,3,3108,16028,602,40,8787,95,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.29396,-77.63747,1,01/17/2021 01:57:29,364,NN,401677545.46,01/17/2021 01:56:11,1,4,0,-121,401677545.46,-77.63747,24.29396,-77.63747,24.29396,56,3,978,10208,93,74,1061,95,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.30606,-77.64608,B,01/17/2021 01:56:11,65,MC,401677541.37,01/17/2021 01:57:16,1,2,0,-128,401677541.37,-77.64608,24.30606,-77.64608,24.30606,8,3,3108,16028,602,40,8787,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.29396,-77.63747,1,01/17/2021 01:57:29,364,NN,401677545.46,01/17/2021 01:57:16,1,4,0,-121,401677545.46,-77.63747,24.29396,-77.63747,24.29396,56,3,978,10208,93,74,1061,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.29396,-77.63747,1,01/17/2021 01:57:29,364,NN,401677545.46,01/17/2021 01:59:01,1,4,0,-121,401677545.46,-77.63747,24.29396,-77.63747,24.29396,56,3,978,10208,93,74,1061,68,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.29396,-77.63747,1,01/17/2021 01:57:29,364,NN,401677545.46,01/17/2021 02:02:15,1,4,0,-121,401677545.46,-77.63747,24.29396,-77.63747,24.29396,56,3,978,10208,93,74,1061,86,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.28465,-77.63957,B,01/17/2021 02:37:26,153,MB,401677541.02,01/17/2021 02:36:10,1,2,0,-125,401677541.02,-77.63957,24.28465,-77.63957,24.28465,8,3,1008,13851,73,100,1887,68,52,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.28465,-77.63957,B,01/17/2021 02:37:26,153,MB,401677541.02,01/17/2021 02:38:43,1,2,0,-125,401677541.02,-77.63957,24.28465,-77.63957,24.28465,8,3,1008,13851,73,100,1887,84,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.27862,-77.64052,B,01/17/2021 03:31:20,0,MC,401677536.79,01/17/2021 03:31:21,1,1,0,-122,401677536.79,-77.64052,24.27862,-77.64052,24.27862,8,3,1535,2451,961,98,3335,64,144,131,220,232,208,36,89,56,142,2,79,84,8,67,22,1,251,30,209,80,255,128,,,,,,,,,
24.22652,-77.60084,B,01/17/2021 11:16:16,0,NK,401677578.78,01/17/2021 11:16:16,1,1,0,-140,401677578.78,-77.60084,24.22652,-77.60084,24.22652,8,3,2868,3916,2100,70,8107,82,53,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.23428,-77.64419,B,01/17/2021 11:28:23,0,SR,401677537.45,01/17/2021 11:28:23,1,1,0,-131,401677537.45,-77.64419,24.23428,-77.64419,24.23428,8,3,3042,3568,2593,118,8599,109,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.2187,-77.65993,B,01/17/2021 11:42:41,0,NP,401677540.67,01/17/2021 11:42:41,1,1,0,-129,401677540.67,-77.65993,24.2187,-77.65993,24.2187,6,3,2624,18705,368,129,7415,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.2187,-77.65993,B,01/17/2021 11:42:41,0,NP,401677540.67,01/17/2021 11:44:33,1,1,0,-129,401677540.67,-77.65993,24.2187,-77.65993,24.2187,6,3,2624,18705,368,129,7415,65,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.16635,-77.60282,B,01/17/2021 12:06:55,0,MA,401677568.58,01/17/2021 12:06:56,1,1,0,-131,401677568.58,-77.60282,24.16635,-77.60282,24.16635,6,3,2007,6491,620,128,5667,65,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.93267,-77.47412,1,01/17/2021 22:49:37,752,NP,401677545.51,01/17/2021 22:48:32,1,6,0,-126,401677545.51,-77.47412,23.93267,-77.47412,23.93267,58,3,682,2377,195,6,1164,113,69,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.93267,-77.47412,1,01/17/2021 22:49:37,752,NP,401677545.51,01/17/2021 22:49:02,1,6,0,-126,401677545.51,-77.47412,23.93267,-77.47412,23.93267,58,3,682,2377,195,6,1164,104,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.93267,-77.47412,1,01/17/2021 22:49:37,752,NP,401677545.51,01/17/2021 22:50:02,1,6,0,-126,401677545.51,-77.47412,23.93267,-77.47412,23.93267,58,3,682,2377,195,6,1164,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.93267,-77.47412,1,01/17/2021 22:49:37,752,NP,401677545.51,01/17/2021 22:50:53,1,6,0,-126,401677545.51,-77.47412,23.93267,-77.47412,23.93267,58,3,682,2377,195,6,1164,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.93267,-77.47412,1,01/17/2021 22:49:37,752,NP,401677545.51,01/17/2021 22:59:37,1,6,0,-126,401677545.51,-77.47412,23.93267,-77.47412,23.93267,58,3,682,2377,195,6,1164,77,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.93267,-77.47412,1,01/17/2021 22:49:37,752,NP,401677545.51,01/17/2021 23:01:04,1,6,0,-126,401677545.51,-77.47412,23.93267,-77.47412,23.93267,58,3,682,2377,195,6,1164,82,74,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.92358,-77.46658,B,01/17/2021 23:58:31,117,A1,401677550.9,01/17/2021 23:57:33,1,2,0,-131,401677550.9,-77.46658,23.92358,-77.46658,23.92358,8,3,1432,10570,194,35,2079,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.92358,-77.46658,B,01/17/2021 23:58:31,117,A1,401677550.9,01/17/2021 23:59:30,1,2,0,-131,401677550.9,-77.46658,23.92358,-77.46658,23.92358,8,3,1432,10570,194,35,2079,32,70,32,0,0,0,0,0,0,255,0,16,101,55,196,205,191,62,141,91,198,82,103,239,168,18,69,239,228,28,150,
23.922,-77.46656,B,01/18/2021 00:04:45,0,NK,401677544.47,01/18/2021 00:04:45,1,1,0,-130,401677544.47,-77.46656,23.922,-77.46656,23.922,6,3,1361,3643,508,36,2163,104,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.91615,-77.46466,B,01/18/2021 00:31:13,0,NP,401677542.09,01/18/2021 00:31:13,1,1,0,-135,401677542.09,-77.46466,23.91615,-77.46466,23.91615,8,3,1847,2865,1191,42,2939,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.84479,-77.4531,2,01/18/2021 03:31:29,204,NN,401677544.91,01/18/2021 03:29:34,1,4,0,-127,401677544.91,-77.4531,23.84479,-77.4531,23.84479,58,3,299,699,127,158,773,32,70,4,0,128,163,29,149,66,209,18,217,197,76,170,113,147,154,184,100,68,66,140,126,3,84,133,136,102,213,169,
23.84479,-77.4531,2,01/18/2021 03:31:29,204,NN,401677544.91,01/18/2021 03:31:29,1,4,0,-127,401677544.91,-77.4531,23.84479,-77.4531,23.84479,58,3,299,699,127,158,773,77,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.84479,-77.4531,2,01/18/2021 03:31:29,204,NN,401677544.91,01/18/2021 03:31:59,1,4,0,-127,401677544.91,-77.4531,23.84479,-77.4531,23.84479,58,3,299,699,127,158,773,92,92,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.84479,-77.4531,2,01/18/2021 03:31:29,204,NN,401677544.91,01/18/2021 03:32:58,1,4,0,-127,401677544.91,-77.4531,23.84479,-77.4531,23.84479,58,3,299,699,127,158,773,104,138,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.82893,-77.44,1,01/18/2021 09:12:54,215,SR,401677536.16,01/18/2021 09:11:51,1,4,0,-131,401677536.16,-77.44,23.82893,-77.44,23.82893,58,3,799,3663,174,176,2218,87,138,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.82893,-77.44,1,01/18/2021 09:12:54,215,SR,401677536.16,01/18/2021 09:12:25,1,4,0,-131,401677536.16,-77.44,23.82893,-77.44,23.82893,58,3,799,3663,174,176,2218,104,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.82893,-77.44,1,01/18/2021 09:12:54,215,SR,401677536.16,01/18/2021 09:12:55,1,4,0,-131,401677536.16,-77.44,23.82893,-77.44,23.82893,58,3,799,3663,174,176,2218,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.82893,-77.44,1,01/18/2021 09:12:54,215,SR,401677536.16,01/18/2021 09:15:26,1,4,0,-131,401677536.16,-77.44,23.82893,-77.44,23.82893,58,3,799,3663,174,176,2218,64,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.55859,-77.31355,2,01/18/2021 23:44:35,277,A1,401677545.6,01/18/2021 23:42:17,1,4,0,-131,401677545.6,-77.31355,23.55859,-77.31355,23.55859,50,3,309,384,247,96,202,94,172,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.55839,-77.31504,3,01/18/2021 23:45:22,277,NK,401677543.37,01/18/2021 23:42:17,1,4,2,-118,401677543.37,-77.31504,23.55839,-77.31504,23.55839,56,3,158,234,105,54,220,94,165,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.55655,-77.31625,A,01/18/2021 23:45:22,160,NK,401677544.56,01/18/2021 23:44:14,1,3,2,-118,401677544.56,-77.31625,23.55655,-77.31625,23.55655,0,3,220,507,95,4,539,102,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.55859,-77.31355,2,01/18/2021 23:44:35,277,A1,401677545.6,01/18/2021 23:44:14,1,4,0,-131,401677545.6,-77.31355,23.55859,-77.31355,23.55859,50,3,309,384,247,96,202,102,140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.55655,-77.31625,A,01/18/2021 23:45:22,160,NK,401677544.56,01/18/2021 23:44:59,1,3,2,-118,401677544.56,-77.31625,23.55655,-77.31625,23.55655,0,3,220,507,95,4,539,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.55859,-77.31355,2,01/18/2021 23:44:35,277,A1,401677545.6,01/18/2021 23:44:59,1,4,0,-131,401677545.6,-77.31355,23.55859,-77.31355,23.55859,50,3,309,384,247,96,202,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.55655,-77.31625,A,01/18/2021 23:45:22,160,NK,401677544.56,01/18/2021 23:46:54,1,3,2,-118,401677544.56,-77.31625,23.55655,-77.31625,23.55655,0,3,220,507,95,4,539,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.55859,-77.31355,2,01/18/2021 23:44:35,277,A1,401677545.6,01/18/2021 23:46:54,1,4,0,-131,401677545.6,-77.31355,23.55859,-77.31355,23.55859,50,3,309,384,247,96,202,22,75,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
