FIXNUMBER,OTTERNO,OTTERNAME,Date,SEX,AGE_CLASS,STATUS,ACTIV,BEHAV,TealeX,TealeY,NEAR_DIST,ATOS,REPRO_STATE,REPRO_SUCCESS,UP_INDEX,DEPTH
N-1346-08-S_-3099237696_62618,N-1346-08-S,4.994,12/4/09,1,4,f,a,f,-134200.2094,-226151.6629,220.653761,619.393121,7,8,6,-7.2825
N-1346-08-S_-3099151296_36267,N-1346-08-S,4.994,12/5/09,1,4,f,i,r,-134010.4319,-226394.99,169.465539,620.0772315,7,8,67,-1.4668
N-1346-08-S_-3098460096_54128,N-1346-08-S,4.994,12/13/09,1,4,f,i,g,-134288.3165,-226174.7235,307.837005,619.3823211,7,8,32,-10.768
N-1346-08-S_-3098373696_53041,N-1346-08-S,4.994,12/14/09,1,4,f,a,f,-134452.4133,-225159.5257,168.496835,617.3012905,7,8,-7,-4.1677
N-1346-08-S_-3098200896_35535,N-1346-08-S,4.994,12/16/09,1,4,f,i,r,-134308.6913,-225895.0538,315.452586,619.233655,7,8,-8,-7.5339
N-1346-08-S_-3097941696_33227,N-1346-08-S,4.994,12/19/09,1,4,f,a,g,-134822.701,-224879.0024,343.205606,616.4413384,7,8,-23,-11.171
N-1346-08-S_-3097682496_36489,N-1346-08-S,4.994,12/22/09,1,4,f,a,f,-134454.4777,-225302.0575,235.90733,618.4247526,7,8,321,-6.1652
N-1346-08-S_-3097596096_46363,N-1346-08-S,4.994,12/23/09,1,4,f,i,r,-134211.4688,-226340.7187,263.835934,620.2866097,1,1,23,-9.7682
N-1346-08-S_-3097509696_38864,N-1346-08-S,4.994,12/24/09,1,4,f,i,r,-134178.5607,-226333.3465,231.410845,620.2804312,1,1,-7,-8.4401
N-1346-08-S_-3096818496_59300,N-1346-08-S,4.994,1/1/10,1,4,f,a,f,-134535.0729,-225191.8923,255.970923,617.2957387,1,1,-10,-6.9711
N-1346-08-S_-3096732096_35417,N-1346-08-S,4.994,1/2/10,1,4,f,a,s,-134549.0706,-225331.347,328.615569,618.4460941,1,1,-18,-9.4423
N-1346-08-S_-3096559296_47515,N-1346-08-S,4.994,1/4/10,1,4,f,i,r,-134274.5291,-226352.0613,325.572578,620.3032616,1,1,-20,-11.846
N-1346-08-S_-3096386496_51467,N-1346-08-S,4.994,1/6/10,1,4,f,a,g,-134264.9953,-226295.7637,297.534914,620.3950787,1,1,3,-11.077
N-1346-08-S_-3096213696_44806,N-1346-08-S,4.994,1/8/10,1,4,f,i,r,-134304.0222,-225884.571,308.468079,619.2503905,1,1,-38,-7.1525
N-1346-08-S_-3095781696_45363,N-1346-08-S,4.994,1/13/10,1,4,f,i,r,-134840.1853,-225655.33,717.482713,618.0595174,1,1,67,-20.502
N-1346-08-S_-3095695296_56269,N-1346-08-S,4.994,1/14/10,1,4,f,a,f,-134419.6735,-225757.6328,367.584681,618.444073,1,1,-4,-10.167
N-1346-08-S_-3095522496_36656,N-1346-08-S,4.994,1/16/10,1,4,f,i,r,-134472.3698,-225391.4478,312.42914,618.2666215,1,1,-31,-8.0428
N-1346-08-S_-3094831296_41963,N-1346-08-S,4.994,1/24/10,1,4,f,i,g,-134432.1699,-226202.3505,452.800671,619.347363,1,1,-49,-15.655
N-1346-08-S_-3094572096_35717,N-1346-08-S,4.994,1/27/10,1,4,f,a,g,-134194.0609,-226236.2087,216.959273,620.4572247,1,1,20,-8.1435
N-1346-08-S_-3094485696_47801,N-1346-08-S,4.994,1/28/10,1,4,f,i,g,-134015.0088,-227628.204,368.132601,623.4562447,1,1,-7,-11.152
N-1346-08-S_-3094399296_52910,N-1346-08-S,4.994,1/29/10,1,4,f,a,f,-134570.4801,-224912.3169,173.277116,617.2871301,1,1,-22,-3.8075
N-1346-08-S_-3094053696_43778,N-1346-08-S,4.994,2/2/10,1,4,f,i,r,-133977.8701,-228592.1642,502.016655,624.444623,1,1,-6,-15.036
N-1346-08-S_-3093880896_48182,N-1346-08-S,4.994,2/4/10,1,4,f,i,r,-133907.9333,-226953.7387,202.123519,621.2014883,1,1,-123,-3.5735
N-1346-08-S_-3093794496_54345,N-1346-08-S,4.994,2/5/10,1,4,f,a,s,-134370.3305,-226016.6466,390.966336,619.0619667,1,1,-46,-11.992
N-1346-08-S_-3093535296_43078,N-1346-08-S,4.994,2/8/10,1,4,f,a,f,-134335.3116,-225640.2868,237.015009,618.2759098,1,1,21,-6.0085
N-1346-08-S_-3093362496_38485,N-1346-08-S,4.994,2/10/10,1,4,f,i,r,-134277.0684,-226496.3627,408.49268,620.072256,1,1,20,-12.794
N-1346-08-S_-3092844096_51112,N-1346-08-S,4.994,2/16/10,1,4,f,i,r,-135245.3744,-224421.5098,510.552977,615.1785851,1,1,11,-15.92
N-1346-08-S_-3092671296_38605,N-1346-08-S,4.994,2/18/10,1,4,f,i,g,-134567.5793,-225648.4078,452.676205,618.1522572,1,1,7,-13.511
N-1346-08-S_-3092498496_46387,N-1346-08-S,4.994,2/20/10,1,4,f,a,f,-134086.659,-227353.9548,443.603226,622.163819,1,1,70,-11.906
N-1346-08-S_-3092412096_38293,N-1346-08-S,4.994,2/21/10,1,4,f,i,r,-134548.9334,-225585.5868,417.755811,618.0463875,1,1,53,-12.324
N-1346-08-S_-3092239296_38349,N-1346-08-S,4.994,2/23/10,1,4,f,i,r,-134220.2449,-226108.1233,247.825581,619.3063531,1,1,-71,-7.3769
N-1346-08-S_-3092152896_34273,N-1346-08-S,4.994,2/24/10,1,4,f,i,r,-135133.651,-224299.604,382.220481,615.0653307,1,1,7,-11.504
N-1346-08-S_-3091807296_40464,N-1346-08-S,4.994,2/28/10,1,4,f,i,r,-134764.3015,-226286.6758,790.075419,619.3021494,1,1,34,-22.719
N-1346-08-S_-3091461696_38396,N-1346-08-S,4.994,3/4/10,1,4,f,i,r,-135253.7615,-224166.3597,443.178082,615.3603677,1,1,66,-12.661
N-1346-08-S_-3091461696_31709,N-1346-08-S,4.994,3/4/10,1,4,f,i,r,-135271.8985,-224066.1765,416.445555,614.4566661,1,1,66,-11.912
N-1346-08-S_-3090943296_43353,N-1346-08-S,4.994,3/10/10,1,4,f,a,s,-134507.9042,-225234.1007,243.724499,617.3997699,1,1,84,-6.7486
N-1346-08-S_-3090597696_44340,N-1346-08-S,4.994,3/12/10,1,4,f,i,r,-135498.0351,-223821.1289,534.252735,614.3196355,1,1,35,-14.682
N-1346-08-S-2010-03-14-69583,N-1346-08-S,4.994,3/14/10,1,4,f,a,f,-134546.1842,-224936.7013,168.589074,617.2291217,1,1,25,-3.9124
N-1346-08-S_-3089992896_66321,N-1346-08-S,4.994,3/21/10,1,4,f,a,f,-134270.214,-225458.9665,130.2976,617.9770777,1,1,44,-2.9624
N-1346-08-S_-3089042496_46436,N-1346-08-S,4.994,4/1/10,1,4,f,i,g,-134251.6545,-226106.185,279.215908,619.2849449,1,1,113,-8.5218
N-1346-08-S_-3088956096_52510,N-1346-08-S,4.994,4/2/10,1,4,f,a,f,-134542.2099,-225090.3291,236.177384,617.0934296,1,1,72,-6.1696
N-1346-08-S_-3088869696_43829,N-1346-08-S,4.994,4/3/10,1,4,f,a,s,-134672.126,-225137.7284,369.300255,617.0779903,1,1,72,-10.541
N-1346-08-S_-3088610496_46118,N-1346-08-S,4.994,4/6/10,1,4,f,i,r,-134484.0734,-226311.8728,515.146883,620.4931918,1,1,57,-17.241
N-1346-08-S_-3088524096_48772,N-1346-08-S,4.994,4/7/10,1,4,f,i,g,-134463.4008,-225908.7309,463.168491,619.3006182,1,1,22,-13.361
N-1346-08-S_-3088351296_53269,N-1346-08-S,4.994,4/9/10,1,4,f,a,g,-134532.6895,-226075.4269,560.239358,619.0702111,1,1,75,-16.821
N-1346-08-S_-3087660096_43072,N-1346-08-S,4.994,4/17/10,1,4,f,i,r,-134043.7464,-227392.5192,393.969549,622.091916,1,1,35,-10.667
N-1346-08-S_-3086968896_53362,N-1346-08-S,4.994,4/25/10,1,4,f,i,r,-134923.1905,-225133.4312,583.358,617.2641618,1,1,49,-16.798
N-1346-08-S_-3086450496_48816,N-1346-08-S,4.994,5/1/10,1,4,f,a,g,-134663.7548,-225120.9705,353.353915,617.0551526,1,1,235,-10.122
N-1346-08-S_-3085586496_53332,N-1346-08-S,4.994,5/11/10,1,4,f,a,f,-135318.3164,-223846.759,369.525228,614.1187064,1,1,167,-11.017
N-1346-08-S_-3085327296_48704,N-1346-08-S,4.994,5/14/10,1,4,f,i,r,-133935.7263,-227571.2227,289.827177,622.4597119,2,0,100,-7.01
N-1346-08-S_-3084895296_51084,N-1346-08-S,4.994,5/19/10,1,4,f,i,r,-133959.0898,-226608.0293,204.264212,620.3976794,2,0,86,-3.4183
N-1346-08-S_-3084808896_50055,N-1346-08-S,4.994,5/20/10,1,4,f,i,r,-134447.9157,-225766.2997,397.089963,618.4433414,2,0,318,-11.1
N-1346-08-S_-3083080896_43304,N-1346-08-S,4.994,6/9/10,1,4,s,i,r,-134143.9773,-226219.328,166.054253,620.4576049,2,0,261,-6.1783
N-1346-08-S_-3082908096_37507,N-1346-08-S,4.994,6/11/10,1,4,s,i,r,-134808.5602,-224753.551,245.888514,616.2650456,3,0,202,-8.3378
N-1346-08-S_-3082821696_34385,N-1346-08-S,4.994,6/12/10,1,4,s,i,d,-134863.8758,-224839.7941,346.194539,616.346214,3,0,52,-11.585
N-1346-08-S_-3082562496_38449,N-1346-08-S,4.994,6/15/10,1,4,s,a,s,-135448.0381,-223400.3367,282.704894,613.0887442,3,0,290,-6.4492
N-1346-08-S_-3082389696_40452,N-1346-08-S,4.994,6/17/10,1,4,s,i,r,-135077.6684,-224290.7115,326.248881,615.0984971,3,0,174,-9.6907
N-1346-08-S_-3082216896_59375,N-1346-08-S,4.994,6/19/10,1,4,s,i,r,-136368.1834,-222460.2823,107.619075,610.3652111,3,0,242,-3.2195
N-1346-08-S_-3082130496_40412,N-1346-08-S,4.994,6/20/10,1,4,s,a,g,-136557.4761,-222432.8095,123.220613,610.1564521,6,0,251,-2.5707
N-1346-08-S_-3081957696_44710,N-1346-08-S,4.994,6/22/10,1,4,s,i,g,-136553.702,-222399.5339,90.447455,610.1645418,6,0,105,-0.99767
N-1346-08-S_-3081871296_35135,N-1346-08-S,4.994,6/23/10,1,4,s,a,s,-134068.8714,-226330.0691,144.204535,620.223032,6,0,124,-3.8584
N-1346-08-S_-3081784896_30811,N-1346-08-S,4.994,6/24/10,1,4,s,a,s,-134253.417,-226166.7162,272.964438,619.3885469,6,0,166,-9.4148
N-1346-08-S_-3081612096_59115,N-1346-08-S,4.994,6/26/10,1,4,s,a,f,-134197.9229,-226080.6948,229.691193,619.2717823,6,0,135,-6.1563
N-1346-08-S_-3081525696_46848,N-1346-08-S,4.994,6/27/10,1,4,s,i,r,-134210.5083,-225746.5889,174.476951,619.4515222,6,0,82,-1.4448
N-1346-08-S_-3081352896_51318,N-1346-08-S,4.994,6/28/10,1,4,s,i,r,-134338.4168,-225906.3646,346.852948,619.2303483,6,0,91,-8.988
N-1346-08-S_-3081352896_52029,N-1346-08-S,4.994,6/29/10,1,4,s,i,r,-134426.1865,-225662.0801,326.792456,618.2622048,6,0,181,-9.4064
N-1346-08-S_-3081266496_43078,N-1346-08-S,4.994,6/30/10,1,4,s,i,r,-134208.0691,-226302.1033,245.077056,620.3513936,6,0,252,-9.2829
N-1346-08-S_-3081093696_34523,N-1346-08-S,4.994,7/2/10,1,4,s,i,g,-134442.5522,-225534.3704,304.258434,618.014554,6,0,239,-8.6203
N-1346-08-S_-3080661696_44700,N-1346-08-S,4.994,7/7/10,1,4,s,a,f,-133895.8252,-227641.0739,249.707544,623.3972032,6,0,63,-5.7143
N-1346-08-S_-3080488896_52824,N-1346-08-S,4.994,7/9/10,1,4,s,a,s,-133907.2734,-227532.2225,254.406626,622.3946471,6,0,89,-5.6455
N-1346-08-S_-3080229696_52315,N-1346-08-S,4.994,7/12/10,1,4,f,i,r,-133685.4816,-227828.1555,87.580354,623.055379,7,0,48,-1.6079
N-1346-08-S_-3079970496_40125,N-1346-08-S,4.994,7/15/10,1,4,f,i,r,-133974.0224,-227554.1768,323.971133,622.4164495,7,0,85,-8.6317
N-1346-08-S_-3079538496_47112,N-1346-08-S,4.994,7/20/10,1,4,f,i,r,-134375.7594,-225657.5403,280.495694,618.2838789,7,0,162,-7.6572
N-1346-08-S_-3079452096_40286,N-1346-08-S,4.994,7/21/10,1,4,f,i,r,-134477.6444,-225657.7141,371.601081,618.2233268,7,0,160,-10.906
N-1346-08-S_-3079365696_36665,N-1346-08-S,4.994,7/22/10,1,4,f,i,r,-134444.6878,-225624.2311,328.642666,618.1806527,7,0,85,-9.5829
N-1346-08-S_-3079020096_44443,N-1346-08-S,4.994,7/26/10,1,4,f,i,r,-134378.1125,-225595.2773,256.156941,618.1665017,7,0,77,-7.1919
N-1346-08-S_-3078847296_43589,N-1346-08-S,4.994,7/28/10,1,4,f,i,r,-134387.4977,-225642.1324,283.239164,618.2481665,7,0,99,-7.9574
N-1346-08-S_-3078674496_37760,N-1346-08-S,4.994,7/30/10,1,4,f,i,r,-134373.3091,-225753.6956,323.081975,618.464442,1,1,169,-8.3977
N-1346-08-S_-3078588096_49771,N-1346-08-S,4.994,7/31/10,1,4,f,i,g,-134472.3985,-225690.6875,381.025223,618.2878775,1,1,160,-11.079
N-1346-08-S_-3078501696_42390,N-1346-08-S,4.994,8/1/10,1,4,f,i,r,-134273.8538,-225747.7042,230.931782,619.4872935,1,1,113,-4.1303
N-1346-08-S_-3078328896_54614,N-1346-08-S,4.994,8/3/10,1,4,f,i,r,-134743.1508,-224609.7964,107.31696,616.1062283,1,1,118,-3.7329
N-1346-08-S_-3078242496_43931,N-1346-08-S,4.994,8/4/10,1,4,f,a,g,-134430.0871,-225698.132,348.071916,618.3270245,1,1,128,-9.8839
N-1346-08-S_-3078156096_35494,N-1346-08-S,4.994,8/5/10,1,4,f,i,r,-134343.3829,-225632.2704,239.750214,618.2561559,1,1,127,-6.2498
N-1346-08-S_-3078069696_45258,N-1346-08-S,4.994,8/6/10,1,4,f,i,r,-134236.7696,-225852.7378,234.204512,619.2695,1,1,117,-3.6609
N-1346-08-S_-3077810496_35460,N-1346-08-S,4.994,8/9/10,1,4,f,i,g,-134614.5615,-225171.6382,330.861204,617.1910319,1,1,88,-9.1532
N-1346-08-S_-3077551296_43043,N-1346-08-S,4.994,8/12/10,1,4,f,a,f,-134131.8296,-225727.0462,93.666645,619.4409124,1,1,95,-0.65915
N-1346-08-S_-3077378496_41985,N-1346-08-S,4.994,8/14/10,1,4,f,i,r,-134368.2136,-225859.2264,356.440346,619.3359515,1,1,89,-9.5051
N-1346-08-S_-3076773696_34595,N-1346-08-S,4.994,8/21/10,1,4,f,i,g,-135022.5489,-224057.3454,191.281397,615.3322431,1,1,131,-3.2709
N-1346-08-S_-3076687296_44754,N-1346-08-S,4.994,8/22/10,1,4,f,a,f,-134458.4635,-225801.1357,420.218183,619.4980753,1,1,191,-11.769
N-1346-08-S_-3076600896_34393,N-1346-08-S,4.994,8/23/10,1,4,f,i,g,-135131.3033,-223986.2865,256.948188,614.451158,1,1,51,-6.1621
N-1346-08-S_-3076341696_32730,N-1346-08-S,4.994,8/26/10,1,4,x,i,r,-134902.1038,-224334.8237,160.864278,615.3265486,1,1,98,-4.585
N-1346-08-S_-3076255296_36172,N-1346-08-S,4.994,8/27/10,1,4,f,a,g,-135047.6198,-224053.7264,210.002589,615.3609595,1,1,205,-4.12
N-1346-08-S_-3076168896_30236,N-1346-08-S,4.994,8/28/10,1,4,f,a,f,-134991.7407,-223920.2676,105.121373,614.4677743,1,1,125,-0.9587
N-1346-08-S_-3075996096_36861,N-1346-08-S,4.994,8/30/10,1,4,f,i,r,-134837.9879,-224461.0672,127.621585,616.4004305,1,1,77,-3.6829
N-1346-08-S_-3075823296_38335,N-1346-08-S,4.994,9/1/10,1,4,f,i,r,-135159.1907,-223790.8314,200.763679,614.1009837,1,1,25,-5.6204
N-1346-08-S_-3075391296_52503,N-1346-08-S,4.994,9/6/10,1,4,f,a,f,-134410.7846,-225799.5529,376.573126,619.4725355,1,1,62,-10.319
N-1346-08-S_-3075304896_37335,N-1346-08-S,4.994,9/7/10,1,4,x,i,g,-134361.9583,-225839.5459,344.112924,619.368871,1,1,112,-8.9189
N-1346-08-S_-3075045696_29871,N-1346-08-S,4.994,9/10/10,1,4,f,i,g,-135170.0073,-223950.6713,286.143735,614.3569072,1,1,46,-7.381
N-1346-08-S_-3074786496_41062,N-1346-08-S,4.994,9/13/10,1,4,f,a,f,-134158.2941,-225788.8563,135.165479,619.3415971,1,1,54,-0.79147
N-1346-08-S-2010-09-14-47916,N-1346-08-S,4.994,9/14/10,1,4,f,a,s,-134171.3212,-226451.689,303.140245,620.0717392,1,1,73,-9.042
N-1346-08-S_-3074527296_40909,N-1346-08-S,4.994,9/16/10,1,4,f,a,f,-134221.2446,-225908.0961,232.181878,619.1571134,1,1,75,-4.0605
N-1346-08-S_-3074095296_49640,N-1346-08-S,4.994,9/21/10,1,4,f,i,r,-135144.9677,-223882.2852,236.481428,614.2658943,1,1,171,-5.9455
N-1346-08-S_-3074008896_39586,N-1346-08-S,4.994,9/22/10,1,4,f,a,m,-135134.543,-223957.6776,252.53617,614.4006653,1,1,98,-6.097
N-1346-08-S_-3073836096_33842,N-1346-08-S,4.994,9/24/10,1,4,f,a,g,-135161.3319,-224182.0468,359.207005,615.2505998,1,1,27,-10.536
N-1346-08-S_-3073749696_36747,N-1346-08-S,4.994,9/25/10,1,4,f,a,f,-134414.1649,-225785.3878,373.369674,618.4990608,1,1,32,-10.279
N-1346-08-S_-3073663296_52703,N-1346-08-S,4.994,9/26/10,1,4,x,i,r,-135912.832,-222716.2313,120.547763,611.3363208,1,1,54,-2.7846
N-1346-08-S_-3073404096_50886,N-1346-08-S,4.994,9/29/10,1,4,x,i,r,-134489.1742,-224914.2647,107.551304,617.2128236,1,1,11,-2.2909
N-1346-08-S_-3073144896_36659,N-1346-08-S,4.994,10/2/10,1,4,x,i,r,-135063.038,-224641.1885,408.349998,616.2850349,1,1,34,-14.129
N-1346-08-S-2010-10-03-53541,N-1346-08-S,4.994,10/3/10,1,4,f,a,f,-134450.0712,-224947.8827,82.158064,617.127927,1,1,63,-1.9154
N-1346-08-S_-3072972096_36789,N-1346-08-S,4.994,10/4/10,1,4,x,a,s,-134339.5115,-225220.1954,96.786304,618.4882905,1,1,162,-2.3345
N-1346-08-S_-3072885696_37816,N-1346-08-S,4.994,10/5/10,1,4,x,a,g,-134168.284,-225902.9281,179.182227,619.1350956,1,1,34,-2.6551
N-1346-08-S_-3072453696_35395,N-1346-08-S,4.994,10/10/10,1,4,x,i,r,-134082.3482,-225954.8365,97.882783,619.1207103,1,1,81,-2.1422
N-1346-08-S_-3136303296_29672,N-1346-08-S,4.994,10/12/10,1,4,x,i,r,-133975.4449,-227208.3595,336.691966,622.3822341,1,1,-1,-6.3367
N-1346-08-S_-3071935296_61040,N-1346-08-S,4.994,10/16/10,1,4,f,a,f,-134312.8284,-225631.1955,213.2169,618.27241,1,1,49,-5.125
N-1346-08-S_-3071848896_34971,N-1346-08-S,4.994,10/17/10,1,4,f,a,g,-134380.1532,-225879.4841,374.978922,619.3053533,1,1,91,-10.339
N-1346-08-S_-3071762496_40545,N-1346-08-S,4.994,10/18/10,1,4,f,i,r,-134309.6089,-226457.4044,409.037056,620.1413669,1,1,45,-13.575
N-1346-08-S_-3071676096_54408,N-1346-08-S,4.994,10/19/10,1,4,f,a,g,-134270.699,-226165.7778,290.283977,619.3769891,1,1,20,-10.022
N-1346-08-S_-3071503296_46956,N-1346-08-S,4.994,10/21/10,1,4,f,a,f,-134202.6413,-226111.5113,229.948839,619.3223293,1,1,6,-6.771
N-1346-08-S_-3071416896_39879,N-1346-08-S,4.994,10/22/10,1,4,f,i,r,-134303.3401,-225824.0227,283.508271,619.3627604,1,1,16,-6.0687
N-1346-08-S_-3071330496_48240,N-1346-08-S,4.994,10/23/10,1,4,f,i,g,-134393.241,-225863.9439,381.593098,619.3421184,1,1,-4,-10.666
N-1346-08-S_-3071157696_38550,N-1346-08-S,4.994,10/25/10,1,4,f,i,r,-134641.9482,-225074.7559,311.673776,617.1055261,1,1,103,-9.006
N-1346-08-S_-3071071296_42288,N-1346-08-S,4.994,10/26/10,1,4,f,i,g,-134705.9328,-225019.6321,345.136026,617.2446152,1,1,93,-10.374
N-1346-08-S_-3070984896_57300,N-1346-08-S,4.994,10/27/10,1,4,f,a,g,-134396.7823,-225802.7735,365.494216,619.4581705,1,1,-27,-9.897
N-1346-08-S_-3070639296_36893,N-1346-08-S,4.994,10/31/10,1,4,f,i,r,-134551.7125,-225510.4273,411.640138,618.1019279,1,1,7,-11.656
N-1346-08-S_-3070380096_50008,N-1346-08-S,4.994,11/3/10,1,4,f,i,r,-135199.9792,-224995.933,700.485181,616.2860239,1,1,7,-20.959
N-1346-08-S-2010-11-06-72222,N-1346-08-S,4.994,11/6/10,1,4,f,a,f,-134417.7627,-225189.962,143.366836,617.3887228,1,1,15,-3.4325
N-1346-08-S-2010-11-07-34375,N-1346-08-S,4.994,11/7/10,1,4,f,a,f,-134862.4206,-224895.9318,382.752534,616.431935,1,1,52,-12.492
N-1346-08-S-2010-11-10-36250,N-1346-08-S,4.994,11/10/10,1,4,f,a,g,-134391.4517,-225584.2889,265.110007,618.1380646,1,1,67,-7.5504
N-1346-08-S-2010-11-11-43472,N-1346-08-S,4.994,11/11/10,1,4,f,i,r,-134309.6559,-225881.9267,312.164695,619.2586819,1,1,12,-7.3485
N-1346-08-S_-3069343296_41921,N-1346-08-S,4.994,11/15/10,1,4,f,i,r,-134156.6434,-226377.5822,239.495494,620.1913783,1,1,27,-7.8734
N-1346-08-S_-3069256896_40483,N-1346-08-S,4.994,11/16/10,1,4,f,i,r,-134841.3679,-224880.3744,356.920774,616.427015,1,1,55,-11.682
N-1346-08-S-2010-11-18-44166,N-1346-08-S,4.994,11/18/10,1,4,f,a,f,-134259.063,-225941.3924,273.030924,619.117692,1,1,22,-6.2769
N-1346-08-S_-3068911296_40964,N-1346-08-S,4.994,11/20/10,1,4,f,i,r,-134205.2534,-226100.0251,233.9444,619.3009761,1,1,30,-6.6974
N-1346-08-S_-3068824896_35212,N-1346-08-S,4.994,11/21/10,1,4,f,i,r,-134193.6758,-226343.554,249.611972,620.2714798,1,1,55,-9.1688
N-1346-08-S_-3068738496_41790,N-1346-08-S,4.994,11/22/10,1,4,f,i,r,-134493.4895,-225571.3483,360.515592,618.0529943,1,1,16,-10.518
N-1346-08-S_-3068479296_32817,N-1346-08-S,4.994,11/25/10,1,4,f,a,g,-134433.1093,-225855.7603,416.944756,619.3811824,1,1,2,-11.784
N-1346-08-S_-3068306496_36971,N-1346-08-S,4.994,11/27/10,1,4,f,i,r,-134617.8945,-225725.8415,527.486553,618.2664223,1,1,94,-15.706
N-1346-08-S_-3068220096_34066,N-1346-08-S,4.994,11/28/10,1,4,f,i,r,-134402.159,-225623.5672,288.720593,618.2048269,1,1,51,-8.3004
N-1346-08-S_-3068047296_33414,N-1346-08-S,4.994,11/30/10,1,4,f,i,r,-134552.0268,-225844.7756,523.523916,619.4726951,1,1,3,-15.062
N-1346-08-S_-3067960896_37425,N-1346-08-S,4.994,12/1/10,1,4,f,i,r,-134297.4558,-225530.0979,159.987315,618.0932904,1,1,11,-4.0703
N-1346-08-S-2010-12-02-36736,N-1346-08-S,4.994,12/2/10,1,4,f,i,g,-134344.0473,-225519.92,204.650954,618.0464948,1,1,10,-5.4649
N-1346-08-S_-3067788096_32565,N-1346-08-S,4.994,12/3/10,1,4,f,i,r,-134381.4928,-225592.5573,258.441913,618.1594157,1,1,-4,-7.2847
N-1346-08-S_-3067528896_35782,N-1346-08-S,4.994,12/6/10,1,4,f,i,r,-134428.0643,-225541.0434,290.745951,618.0356396,1,1,-8,-8.2524
N-1346-08-S_-3067442496_41121,N-1346-08-S,4.994,12/7/10,1,4,f,i,r,-134436.8131,-225827.8115,412.554335,619.4354529,1,1,-4,-11.496
N-1346-08-S_-3066664896_33780,N-1346-08-S,4.994,12/16/10,1,4,f,a,f,-134561.0473,-225388.2728,372.884086,618.3458729,1,1,-33,-10.656
N-1346-08-S_-3066232896_42480,N-1346-08-S,4.994,12/21/10,1,4,f,a,f,-134508.6753,-224985.7398,151.861995,617.1224287,1,1,-115,-3.9952
N-1346-08-S_-3065628096_37937,N-1346-08-S,4.994,12/28/10,1,4,f,i,r,-134766.3756,-225019.7895,390.199602,617.2974398,1,1,13,-12.189
N-1346-08-S_-3065541696_33804,N-1346-08-S,4.994,12/29/10,1,4,f,i,g,-134354.4693,-225695.6553,285.305428,618.3675927,1,1,302,-7.1452
N-1346-08-S_-3065109696_36008,N-1346-08-S,4.994,1/3/11,1,4,f,a,g,-134469.3242,-225569.8399,336.529129,618.0646234,1,1,-14,-9.7781
N-1346-08-S_-3065023296_42563,N-1346-08-S,4.994,1/4/11,1,4,f,i,r,-134321.7116,-225474.3797,181.619108,617.9820185,1,1,-5,-4.4954
N-1346-08-S_-3064850496_37207,N-1346-08-S,4.994,1/6/11,1,4,f,a,s,-135116.5161,-224850.2449,549.980219,616.1401471,1,1,18,-17.833
N-1346-08-S_-3064764096_34996,N-1346-08-S,4.994,1/7/11,1,4,f,a,f,-134424.066,-225590.3315,298.005971,618.1298327,1,1,85,-8.6253
N-1346-08-S_-3064591296_53044,N-1346-08-S,4.994,1/9/11,1,4,f,i,g,-134415.7307,-225535.7928,277.790451,618.033229,1,1,116,-7.8298
N-1346-08-S_-3064418496_56368,N-1346-08-S,4.994,1/11/11,1,4,f,i,r,-134156.6857,-226340.135,216.448076,620.2561222,1,1,-32,-7.5819
N-1346-08-S_-3064245696_34982,N-1346-08-S,4.994,1/13/11,1,4,f,i,r,-134378.424,-225792.5063,344.468803,619.4663252,1,1,36,-8.9622
N-1346-08-S_-3063986496_42068,N-1346-08-S,4.994,1/16/11,1,4,f,i,r,-134472.7767,-225531.6721,334.056461,617.9957608,1,1,74,-9.5
N-1346-08-S_-3063554496_33769,N-1346-08-S,4.994,1/21/11,1,4,f,a,f,-134289.3573,-225490.5563,148.951473,618.0244789,1,1,22,-3.6385
N-1346-08-S_-3063468096_35928,N-1346-08-S,4.994,1/22/11,1,4,f,i,g,-134381.714,-225577.9974,253.874711,618.1321642,1,1,13,-7.1601
N-1346-08-S_-3063295296_39229,N-1346-08-S,4.994,1/24/11,1,4,f,a,i,-134400.2808,-225778.9393,358.051416,618.4953455,1,1,14,-9.7978
N-1346-08-S_-3063036096_35540,N-1346-08-S,4.994,1/27/11,1,4,f,i,r,-134413.7015,-225927.6256,424.927932,619.2357298,1,1,7,-12.282
N-1346-08-S_-3062863296_34851,N-1346-08-S,4.994,1/29/11,1,4,f,i,r,-134327.0462,-225550.0781,193.420889,618.1128254,1,1,46,-5.1295
N-1346-08-S_-3062776896_43894,N-1346-08-S,4.994,1/30/11,1,4,f,i,r,-134667.4013,-225220.8081,391.549604,617.2425631,1,1,48,-11.299
N-1346-08-S_-3062690496_45394,N-1346-08-S,4.994,1/31/11,1,4,f,i,r,-134582.9896,-225717.3912,492.158209,618.2715383,1,1,57,-14.664
N-1346-08-S_-3062517696_42022,N-1346-08-S,4.994,2/2/11,1,4,f,a,f,-134236.7689,-225887.0731,243.287971,619.2055466,1,1,-7,-4.316
N-1346-08-S_-3062431296_39903,N-1346-08-S,4.994,2/3/11,1,4,f,i,r,-134359.8575,-225471.3349,219.850637,618.0193569,1,1,14,-5.5666
N-1346-08-S_-3062344896_33978,N-1346-08-S,4.994,2/4/11,1,4,f,i,r,-134523.3942,-225393.9776,349.228683,618.3037963,1,1,38,-9.6115
