FIXNUMBER,OTTERNO,OTTERNAME,Date,SEX,AGE_CLASS,STATUS,ACTIV,BEHAV,TealeX,TealeY,NEAR_DIST,ATOS,REPRO_STATE,REPRO_SUCCESS,UP_INDEX,DEPTH
N-1346-08-S_-3062258496_48094,N-1346-08-S,4.994,2/5/11,1,4,f,i,g,-134340.7684,-225529.0832,202.543071,618.0655213,1,1,80,-5.4278
N-1346-08-S_-3061999296_36742,N-1346-08-S,4.994,2/8/11,1,4,f,i,r,-134423.2778,-225443.0017,284.086746,618.1264411,1,1,135,-7.1284
N-1346-08-S_-3061912896_36879,N-1346-08-S,4.994,2/9/11,1,4,f,i,r,-134278.2997,-225469.0622,138.241005,617.9910508,1,1,-1,-3.2279
N-1346-08-S_-3061826496_38142,N-1346-08-S,4.994,2/10/11,1,4,f,i,r,-134432.9184,-225483.1857,292.793364,618.0566729,1,1,6,-7.8194
N-1346-08-S-2011-02-12-40694,N-1346-08-S,4.994,2/12/11,1,4,f,i,r,-134323.7125,-225429.79,186.025342,618.0699054,1,1,3,-4.2771
N-1346-08-S_-3061567296_42077,N-1346-08-S,4.994,2/13/11,1,4,f,a,f,-133968.8211,-227618.9281,321.491079,623.4602008,1,1,-3,-8.8514
N-1346-08-S_-3061308096_36747,N-1346-08-S,4.994,2/16/11,1,4,f,i,r,-134266.6474,-225467.0231,126.606894,617.994215,1,1,37,-2.8895
N-1346-08-S_-3061048896_38371,N-1346-08-S,4.994,2/19/11,1,4,f,i,r,-134246.4036,-225571.681,125.475767,618.2012466,1,1,20,-2.5584
N-1346-08-S_-3060962496_38903,N-1346-08-S,4.994,2/20/11,1,4,f,i,r,-134373.4644,-225620.4631,261.148295,618.2161901,1,1,33,-7.2487
N-1346-08-S_-3060703296_38978,N-1346-08-S,4.994,2/23/11,1,4,f,i,r,-134582.6926,-225441.3794,424.698221,618.2610095,1,1,107,-11.895
N-1346-08-S_-3060530496_50795,N-1346-08-S,4.994,2/25/11,1,4,f,i,r,-134397.1193,-225555.198,262.78536,618.0804934,1,1,68,-7.4576
N-1346-08-S_-3060357696_43094,N-1346-08-S,4.994,2/27/11,1,4,f,i,r,-134263.6436,-226290.0068,294.773113,620.4042512,1,1,15,-10.984
N-1346-08-S_-3060271296_35635,N-1346-08-S,4.994,2/28/11,1,4,f,i,r,-134475.2963,-225714.5322,395.221266,618.3305593,1,1,-1,-11.404
N-1346-08-S_-3059666496_33436,N-1346-08-S,4.994,3/7/11,1,4,f,a,g,-134482.9827,-225802.1941,443.079117,618.489246,1,1,207,-12.518
N-1346-08-S_-3059493696_46888,N-1346-08-S,4.994,3/9/11,1,4,f,i,r,-133972.2141,-227593.9848,324.868608,622.4918768,1,1,23,-8.7237
N-1346-08-S_-3059148096_40102,N-1346-08-S,4.994,3/13/11,1,4,f,i,r,-134130.3316,-226405.886,241.756051,620.1273338,1,1,4,-6.9149
N-1346-08-S_-3057420096_33359,N-1346-08-S,4.994,4/2/11,1,4,f,i,r,-135072.0133,-224804.2794,488.663565,616.1100728,1,1,191,-16.483
N-1346-08-S_-3057074496_36561,N-1346-08-S,4.994,4/6/11,1,4,f,i,g,-134185.4246,-226345.906,243.729007,620.262671,1,1,194,-8.8426
N-1346-08-S_-3056901696_33487,N-1346-08-S,4.994,4/8/11,1,4,f,i,r,-135086.7405,-224027.3279,230.904603,615.4402659,1,1,44,-5.0343
N-1346-08-S_-3056728896_42627,N-1346-08-S,4.994,4/10/11,1,4,f,i,r,-134832.9369,-224808.5029,302.524165,616.3263057,1,1,28,-10.144
N-1346-08-S_-3056469696_34595,N-1346-08-S,4.994,4/13/11,1,4,f,i,r,-134719.5037,-224732.2886,166.42603,616.311243,1,1,101,-4.8347
N-1346-08-S_-3056296896_42852,N-1346-08-S,4.994,4/15/11,1,4,f,i,r,-134874.5048,-224771.3996,305.908479,616.2340026,1,1,117,-10.716
N-1346-08-S_-3055864896_36403,N-1346-08-S,4.994,4/20/11,1,4,m,i,r,-134019.9824,-227629.3482,373.167453,623.4555452,1,1,25,-11.41
N-1346-08-S_-3055778496_41495,N-1346-08-S,4.994,4/21/11,1,4,f,i,r,-134018.2904,-227722.4904,371.722318,623.2798034,1,1,136,-12.64
N-1346-08-S_-3055432896_37697,N-1346-08-S,4.994,4/25/11,1,4,f,i,r,-134854.9405,-224758.8189,282.874827,616.2322535,1,1,128,-9.8812
N-1346-08-S_-3055346496_33255,N-1346-08-S,4.994,4/26/11,1,4,f,i,g,-134882.3919,-224791.7207,325.252606,616.2576461,1,1,152,-11.323
N-1346-08-S_-3055260096_37320,N-1346-08-S,4.994,4/27/11,1,4,f,i,r,-134815.9338,-224735.6556,238.394085,616.2316538,1,1,113,-8.2168
N-1346-08-S_-3055087296_33629,N-1346-08-S,4.994,4/29/11,1,4,f,a,g,-134779.0637,-224876.3579,313.635098,616.4756687,1,1,278,-9.7696
N-1346-08-S_-3054741696_34592,N-1346-08-S,4.994,5/3/11,1,4,f,i,r,-134325.4272,-225515.8793,185.705918,618.050094,1,1,157,-4.8624
N-1346-08-S_-3054396096_35477,N-1346-08-S,4.994,5/7/11,1,4,f,i,r,-134416.6839,-225665.0077,319.752065,618.2733355,1,1,213,-9.1506
N-1346-08-S_-3054223296_34121,N-1346-08-S,4.994,5/9/11,1,4,f,i,r,-134725.1253,-224843.0959,256.08558,616.4729866,1,1,131,-7.0283
N-1346-08-S_-3054136896_37356,N-1346-08-S,4.994,5/10/11,1,4,f,i,r,-134859.279,-224811.0871,322.546335,616.3070678,1,1,99,-10.967
N-1346-08-S_-3053704896_35133,N-1346-08-S,4.994,5/15/11,1,4,f,a,g,-133953.1244,-227692.4001,309.056756,623.3173762,1,1,21,-9.06
N-1346-08-S_-3053445696_36983,N-1346-08-S,4.994,5/18/11,1,4,f,i,r,-134358.7816,-225563.2463,227.577318,618.1183908,1,1,134,-6.2656
N-1346-08-S_-3053272896_39876,N-1346-08-S,4.994,5/20/11,1,4,f,a,f,-134734.1351,-224894.6237,292.938249,617.4574137,1,1,132,-8.5695
N-1346-08-S_-3053100096_47800,N-1346-08-S,4.994,5/22/11,1,4,f,a,f,-134934.7696,-224367.1986,195.017825,615.3540319,1,1,296,-6.0592
N-1346-08-S_-3052927296_40294,N-1346-08-S,4.994,5/24/11,1,4,f,a,f,-134240.6314,-225651.4431,166.031397,618.3532606,1,1,112,-2.5266
N-1346-08-S_-3052840896_38161,N-1346-08-S,4.994,5/25/11,1,4,f,i,r,-133978.0939,-227652.8954,332.706425,623.3990008,1,1,110,-9.7497
N-1346-08-S_-3052668096_39577,N-1346-08-S,4.994,5/27/11,1,4,f,i,r,-134869.7782,-224751.584,289.708669,616.2083449,1,1,218,-10.209
N-1346-08-S_-3052408896_30009,N-1346-08-S,4.994,5/30/11,1,4,f,i,r,-134838.0076,-224724.6397,248.083276,616.1957054,1,1,51,-8.7046
N-1346-08-S_-3052149696_49559,N-1346-08-S,4.994,6/2/11,1,4,f,i,r,-133947.3845,-228567.419,464.76192,624.4136274,1,1,74,-13.57
N-1346-08-S_-3051890496_37296,N-1346-08-S,4.994,6/5/11,1,4,f,i,r,-134820.2848,-224783.0344,275.724768,616.2991024,1,1,-6,-9.2778
N-1346-08-S_-3051717696_40887,N-1346-08-S,4.994,6/7/11,1,4,f,i,r,-134868.3034,-224829.279,342.099593,616.3265101,1,1,161,-11.535
N-1346-08-S_-3051544896_45033,N-1346-08-S,4.994,6/9/11,1,4,f,a,f,-133906.5374,-227094.5456,253.076942,621.4421564,1,1,148,-3.9153
N-1346-08-S_-3051285696_32596,N-1346-08-S,4.994,6/12/11,1,4,f,a,f,-134170.5321,-225902.6706,181.338301,619.1369185,1,1,143,-2.6792
N-1346-08-S_-3051199296_34077,N-1346-08-S,4.994,6/13/11,1,4,f,i,r,-134347.6222,-225930.3323,360.599283,619.1912062,1,1,138,-9.7686
N-1346-08-S_-3050940096_56281,N-1346-08-S,4.994,6/16/11,1,4,f,a,g,-134874.3124,-224861.8529,368.282483,616.3702333,1,1,259,-12.237
N-1346-08-S_-3050680896_40663,N-1346-08-S,4.994,6/19/11,1,4,f,i,r,-133686.6221,-228286.7142,199.58445,624.034183,2,8,120,-3.1656
N-1346-08-S_-3050508096_32094,N-1346-08-S,4.994,6/21/11,1,4,f,i,r,-134822.7974,-224765.3269,264.205107,616.2702607,2,8,53,-9.0102
N-1346-08-S_-3050335296_50966,N-1346-08-S,4.994,6/23/11,1,4,f,a,f,-133881.8799,-227119.3778,236.932833,621.4911952,2,8,251,-3.2914
N-1346-08-S_-3050248896_43172,N-1346-08-S,4.994,6/24/11,1,4,f,i,r,-134829.9688,-224825.8842,311.202743,616.3550566,2,8,226,-10.378
N-1346-08-S_-3050076096_52336,N-1346-08-S,4.994,6/26/11,1,4,f,a,m,-133872.1146,-227444.7694,216.686171,622.2403775,2,8,186,-3.9653
N-1346-08-S_-3049989696_37301,N-1346-08-S,4.994,6/27/11,1,4,f,i,r,-134784.4566,-224790.045,253.336664,616.3411007,2,8,133,-8.1908
N-1346-08-S_-3049730496_46910,N-1346-08-S,4.994,6/30/11,1,4,f,i,r,-134263.7355,-226330.2298,307.143925,620.3347871,2,8,145,-11.326
N-1346-08-S_-3049471296_42938,N-1346-08-S,4.994,7/3/11,1,4,f,i,r,-134053.0393,-227571.271,404.871074,622.4255227,2,8,104,-12.432
N-1346-08-S_-3049384896_32115,N-1346-08-S,4.994,7/4/11,1,4,f,a,s,-133978.8169,-227641.5502,332.690059,623.4205581,2,8,83,-9.626
N-1346-08-S_-3049125696_51891,N-1346-08-S,4.994,7/7/11,1,4,f,a,f,-133956.815,-227548.5575,306.019061,622.4109049,2,8,67,-7.855
N-1346-08-S_-3049039296_60607,N-1346-08-S,4.994,7/8/11,1,4,f,i,r,-135105.0713,-224639.3011,445.016288,616.3246913,2,8,114,-15.113
N-1346-08-S_-3048952896_42029,N-1346-08-S,4.994,7/9/11,1,4,s,i,d,-134353.8257,-225843.6741,337.666499,619.3563226,3,8,185,-8.6277
N-1346-08-S_-3048866496_40217,N-1346-08-S,4.994,7/10/11,1,4,s,i,r,-134273.0482,-226080.2916,304.041278,619.2278938,3,8,197,-8.9797
N-1346-08-S_-3048780096_32378,N-1346-08-S,4.994,7/11/11,1,4,s,i,r,-134755.0994,-224750.5058,205.469931,616.307397,3,8,183,-6.3808
N-1346-08-S_-3048693696_33234,N-1346-08-S,4.994,7/12/11,1,4,s,a,d,-134278.1749,-225862.0873,275.04859,619.2768251,3,8,151,-5.6383
N-1346-08-S_-3048607296_34577,N-1346-08-S,4.994,7/13/11,1,4,s,a,g,-134008.7648,-227620.746,361.521381,623.4684524,3,8,183,-10.74
N-1346-08-S_-3048520896_42150,N-1346-08-S,4.994,7/14/11,1,4,s,i,d,-133822.2527,-228230.2544,335.37412,624.181256,3,8,174,-6.9845
N-1346-08-S_-3048434496_36158,N-1346-08-S,4.994,7/15/11,1,4,s,i,d,-134062.7118,-227647.9007,416.903533,623.4331246,3,8,122,-13.704
N-1346-08-S_-3048348096_44150,N-1346-08-S,4.994,7/16/11,1,4,s,i,r,-134023.8314,-227662.1783,379.138518,623.3949,3,8,100,-12.05
N-1346-08-S_-3048261696_37931,N-1346-08-S,4.994,7/17/11,1,4,s,i,r,-133901.4484,-227539.9809,249.948616,622.4109467,3,8,94,-5.413
N-1346-08-S_-3048175296_29616,N-1346-08-S,4.994,7/18/11,1,4,s,a,d,-134026.5007,-227625.5791,379.479086,623.4645415,3,8,83,-11.675
N-1346-08-S_-3047916096_44046,N-1346-08-S,4.994,7/21/11,1,4,s,i,r,-134031.0878,-227676.7318,387.998471,623.3696379,3,8,156,-12.586
N-1346-08-S_-3047829696_45849,N-1346-08-S,4.994,7/22/11,1,4,s,i,r,-134050.2406,-227645.5408,404.306893,623.4339205,3,8,154,-13.081
N-1346-08-S_-3047656896_37652,N-1346-08-S,4.994,7/24/11,1,4,s,i,r,-134033.5572,-227598.6893,386.125824,622.4828033,3,8,89,-11.669
N-1346-08-S_-3047570496_28855,N-1346-08-S,4.994,7/25/11,1,4,s,a,d,-133957.5766,-227447.7628,301.23961,622.2210368,3,8,213,-7.4912
N-1346-08-S_-3047484096_40025,N-1346-08-S,4.994,7/26/11,1,4,s,i,r,-133948.2599,-227652.2523,302.89012,623.391493,3,8,167,-8.3203
N-1346-08-S_-3047397696_32046,N-1346-08-S,4.994,7/27/11,1,4,s,a,f,-133854.6523,-227716.0562,208.461406,623.2440926,3,8,83,-4.3568
N-1346-08-S_-3047311296_59232,N-1346-08-S,4.994,7/28/11,1,4,s,i,r,-134025.6424,-227582.3682,378.878912,622.4544078,3,8,58,-11.171
N-1346-08-S_-3047138496_53995,N-1346-08-S,4.994,7/30/11,1,4,s,i,e,-133969.8364,-227620.4679,322.570867,623.4576003,4,8,68,-8.9188
N-1346-08-S_-3047052096_42222,N-1346-08-S,4.994,7/31/11,1,4,s,i,r,-133849.7151,-228205.9341,347.116614,624.2366325,4,8,55,-8.2298
N-1346-08-S_-3046965696_44391,N-1346-08-S,4.994,8/1/11,1,4,s,i,r,-133924.7376,-227445.0555,268.902856,622.2255389,4,8,67,-6.13
N-1346-08-S_-3046879296_33417,N-1346-08-S,4.994,8/2/11,1,4,s,i,r,-133980.8374,-227666.9642,336.867793,623.373332,4,8,129,-10.078
N-1346-08-S_-3046792896_45435,N-1346-08-S,4.994,8/3/11,1,4,s,i,d,-133965.9875,-228541.2372,474.427863,624.3542311,4,8,182,-14.052
N-1346-08-S_-3046620096_45063,N-1346-08-S,4.994,8/5/11,1,4,s,i,r,-134025.3657,-227656.5984,380.176511,623.4058469,4,8,147,-12.045
N-1346-08-S_-3046533696_34015,N-1346-08-S,4.994,8/6/11,1,4,s,a,d,-134112.8033,-227647.5587,466.95733,623.4484053,4,8,143,-16.085
N-1346-08-S_-3046447296_33719,N-1346-08-S,4.994,8/7/11,1,4,s,i,r,-134034.7061,-227689.12,390.518815,623.3473867,4,8,177,-12.917
N-1346-08-S_-3046360896_31433,N-1346-08-S,4.994,8/8/11,1,4,s,i,r,-134172.5294,-226431.1133,288.434787,620.1079945,4,8,187,-8.9621
N-1346-08-S_-3046274496_36959,N-1346-08-S,4.994,8/9/11,1,4,s,i,r,-133997.2066,-227510.0331,340.580431,622.3266183,4,8,162,-9.4307
N-1346-08-S_-3046188096_42017,N-1346-08-S,4.994,8/10/11,1,4,s,a,s,-133866.031,-227660.2085,221.985805,623.3524952,4,8,128,-4.4712
N-1346-08-S_-3046101696_34158,N-1346-08-S,4.994,8/11/11,1,4,s,a,d,-134098.5901,-227683.4503,454.709375,623.3767219,4,8,152,-15.77
N-1346-08-S_-3046015296_54732,N-1346-08-S,4.994,8/12/11,1,4,s,a,f,-133934.8987,-227673.5739,292.05927,623.347472,4,8,148,-7.9346
N-1346-08-S_-3045928896_48491,N-1346-08-S,4.994,8/13/11,1,4,s,i,d,-134021.7322,-227666.2114,377.455703,623.3866983,4,8,131,-12.008
N-1346-08-S_-3045756096_33249,N-1346-08-S,4.994,8/15/11,1,4,s,a,g,-134002.8892,-227642.5059,356.805975,623.4257941,4,8,136,-10.776
N-1346-08-S_-3045669696_44191,N-1346-08-S,4.994,8/16/11,1,4,s,i,r,-134026.2578,-227587.1366,379.224486,622.4631998,4,8,103,-11.232
N-1346-08-S_-3045496896_46804,N-1346-08-S,4.994,8/18/11,1,4,s,i,d,-134018.1123,-227567.5968,369.850142,622.4288157,4,8,158,-10.714
N-1346-08-S_-3045324096_34958,N-1346-08-S,4.994,8/20/11,1,4,s,i,r,-134055.9475,-227618.7833,408.660277,623.4859325,4,8,109,-13.027
N-1346-08-S_-3045237696_35756,N-1346-08-S,4.994,8/21/11,1,4,s,i,r,-133950.0869,-227607.8881,302.489871,623.4754983,4,8,86,-7.8525
N-1346-08-S_-3045151296_44724,N-1346-08-S,4.994,8/22/11,1,4,s,i,g,-133902.4909,-227617.9683,255.103614,623.4426243,4,8,90,-5.794
N-1346-08-S_-3044805696_48909,N-1346-08-S,4.994,8/26/11,1,4,s,a,f,-133941.4328,-227555.9102,292.304262,622.4292339,4,8,102,-7.2086
N-1346-08-S_-3044719296_34328,N-1346-08-S,4.994,8/27/11,1,4,s,i,g,-133928.6271,-227647.1154,282.882774,623.3954212,4,8,95,-7.3268
N-1346-08-S_-3044632896_36954,N-1346-08-S,4.994,8/28/11,1,4,s,i,r,-134116.1008,-227639.5066,469.809803,623.4645189,4,8,99,-16.168
N-1346-08-S_-3044546496_30888,N-1346-08-S,4.994,8/29/11,1,4,s,i,r,-133831.493,-227537.6328,180.829831,622.4269705,4,8,168,-2.3681
N-1346-08-S_-3044460096_30052,N-1346-08-S,4.994,8/30/11,1,4,s,a,d,-133849.4205,-227669.6915,206.702539,623.3297992,4,8,171,-3.7446
N-1346-08-S_-3044373696_30717,N-1346-08-S,4.994,8/31/11,1,4,s,a,f,-134379.5032,-225420.3561,239.840586,618.1341478,4,8,167,-5.6703
N-1346-08-S_-3044200896_49695,N-1346-08-S,4.994,9/2/11,1,4,s,i,n,-134041.5203,-227664.0119,396.9417,623.3966189,4,8,13,-12.903
N-1346-08-S_-3044114496_34928,N-1346-08-S,4.994,9/3/11,1,4,s,a,d,-133991.9127,-227655.0121,346.66856,623.3990562,4,8,24,-10.439
N-1346-08-S_-3043941696_29535,N-1346-08-S,4.994,9/5/11,1,4,s,a,f,-134061.4996,-227685.4771,417.583408,623.3620702,4,8,54,-14.094
N-1346-08-S_-3043682496_39454,N-1346-08-S,4.994,9/8/11,1,4,s,i,r,-134069.5359,-227686.5733,425.454791,623.362356,4,8,82,-14.474
N-1346-08-S_-3043596096_42013,N-1346-08-S,4.994,9/9/11,1,4,f,i,r,-133714.1747,-228544.4053,241.312812,624.4919502,4,8,49,-4.6787
N-1346-08-S_-3043423296_60568,N-1346-08-S,4.994,9/11/11,1,4,s,a,s,-134026.2356,-227694.8088,381.477072,623.3342081,4,8,-1,-12.61
N-1346-08-S_-3043336896_33801,N-1346-08-S,4.994,9/12/11,1,4,s,a,f,-134068.4433,-227674.3676,424.834217,623.3850018,4,8,27,-14.283
N-1346-08-S_-3043250496_37117,N-1346-08-S,4.994,9/13/11,1,4,s,i,r,-134047.3737,-227646.5859,401.498692,623.4311164,4,8,55,-12.957
N-1346-08-S_-3043077696_48134,N-1346-08-S,4.994,9/15/11,1,4,s,a,g,-135033.4149,-224442.5329,305.896032,615.3983805,4,8,176,-10.605
N-1346-08-S_-3042904896_34074,N-1346-08-S,4.994,9/17/11,1,4,f,i,r,-135577.4885,-223096.4816,159.447102,612.3615689,5,8,112,-3.5104
N-1346-08-S_-3042818496_55745,N-1346-08-S,4.994,9/18/11,1,4,s,i,r,-136333.7901,-222736.8533,374.04997,611.43788,5,8,60,-10.182
N-1346-08-S_-3042472896_58604,N-1346-08-S,4.994,9/22/11,1,4,l,i,r,-134808.1702,-224768.7803,257.026078,616.2882962,5,8,39,-8.6271
N-1346-08-S_-3042213696_41707,N-1346-08-S,4.994,9/25/11,1,4,s,i,r,-133972.0417,-227715.1045,325.776159,623.2801856,5,8,65,-10.308
N-1346-08-S_-3042040896_35761,N-1346-08-S,4.994,9/27/11,1,4,l,a,f,-134423.2602,-225825.2469,399.344399,619.4321319,5,8,55,-11.062
N-1346-08-S_-3041781696_42810,N-1346-08-S,4.994,9/30/11,1,4,l,a,f,-135024.3554,-224581.5742,347.324311,616.3542347,5,8,11,-12.344
N-1346-08-S_-3041695296_47432,N-1346-08-S,4.994,10/1/11,1,4,l,a,f,-133916.84,-227642.4112,270.788831,623.4008278,5,8,36,-6.7176
N-1346-08-S_-3041608896_36141,N-1346-08-S,4.994,10/2/11,1,4,l,a,d,-135351.866,-223701.9948,345.917834,614.3680281,5,8,46,-9.968
N-1346-08-S_-3041522496_41014,N-1346-08-S,4.994,10/3/11,1,4,l,a,f,-134015.8856,-227454.404,358.815465,622.2164937,5,8,13,-9.9507
N-1346-08-S_-3041436096_48907,N-1346-08-S,4.994,10/4/11,1,4,l,i,d,-134367.3137,-225876.4638,361.960705,619.3033074,5,8,-8,-9.7386
N-1346-08-S_-3041263296_35568,N-1346-08-S,4.994,10/6/11,1,4,l,i,r,-134395.3509,-225866.3553,384.397161,619.3388876,5,8,37,-10.794
N-1346-08-S_-3041176896_36969,N-1346-08-S,4.994,10/7/11,1,4,l,i,r,-134355.2506,-225899.8772,360.922194,619.2524899,5,8,46,-9.5962
N-1346-08-S_-3041004096_33511,N-1346-08-S,4.994,10/9/11,1,4,l,a,f,-134305.3654,-225941.331,319.256867,619.1454718,5,8,45,-8.1958
N-1346-08-S_-3040917696_46554,N-1346-08-S,4.994,10/10/11,1,4,l,a,g,-134364.5031,-225938.2893,378.079356,619.1864718,5,8,24,-10.6
N-1346-08-S_-3040831296_32203,N-1346-08-S,4.994,10/11/11,1,4,l,a,d,-134393.0033,-225780.165,352.006411,619.4980232,5,8,69,-9.4937
N-1346-08-S_-3040744896_44630,N-1346-08-S,4.994,10/12/11,1,4,l,a,f,-134770.0579,-225270.1914,503.356315,617.2534352,5,8,59,-14.856
N-1346-08-S_-3040658496_35713,N-1346-08-S,4.994,10/13/11,1,4,l,i,r,-134586.2659,-225085.19,268.632121,617.0471682,5,8,28,-7.4399
N-1346-08-S_-3040053696_35032,N-1346-08-S,4.994,10/20/11,1,4,l,a,g,-134332.0192,-225883.3528,332.723633,619.2693876,5,8,114,-8.3328
N-1346-08-S_-3039880896_40567,N-1346-08-S,4.994,10/22/11,1,4,l,i,g,-134396.7839,-225883.0004,391.710179,619.3087406,5,8,20,-11.107
N-1346-08-S_-3039794496_43862,N-1346-08-S,4.994,10/23/11,1,4,l,i,r,-134379.0488,-225883.724,375.612524,619.2967962,5,8,3,-10.357
N-1346-08-S_-3039708096_34143,N-1346-08-S,4.994,10/24/11,1,4,l,i,r,-134340.9621,-225913.5472,350.763001,619.2184908,6,8,59,-9.2141
N-1346-08-S_-3039621696_38947,N-1346-08-S,4.994,10/25/11,1,4,l,i,r,-134427.5238,-225855.7371,411.588385,619.3778883,6,8,94,-11.623
N-1346-08-S_-3039448896_36176,N-1346-08-S,4.994,10/27/11,1,4,l,i,g,-134378.219,-225882.5147,374.372858,619.2985529,6,8,11,-10.303
N-1346-08-S_-3039362496_32367,N-1346-08-S,4.994,10/28/11,1,4,l,i,d,-134400.0446,-225855.503,385.296299,619.3619056,6,8,27,-10.834
N-1346-08-S_-3039276096_40123,N-1346-08-S,4.994,10/29/11,1,4,l,i,r,-134198.2852,-225863.01,200.784626,619.2273728,6,8,48,-2.2435
N-1346-08-S_-3039103296_58623,N-1346-08-S,4.994,10/31/11,1,4,l,a,s,-134210.3194,-225935.1583,223.905427,619.1001795,6,8,126,-4.1327
N-1346-08-S_-3039016896_33227,N-1346-08-S,4.994,11/1/11,1,4,l,a,n,-134353.9277,-225890.2307,355.438597,619.2696671,6,8,68,-9.3841
N-1346-08-S_-3038930496_32920,N-1346-08-S,4.994,11/2/11,1,4,l,i,n,-134647.8216,-225013.1039,288.997429,617.2034205,6,8,-21,-8.5657
N-1346-08-S_-3038757696_35578,N-1346-08-S,4.994,11/4/11,1,4,l,i,r,-134311.3578,-225852.676,301.114413,619.3141812,6,8,72,-6.918
N-1346-08-S_-3038671296_39498,N-1346-08-S,4.994,11/5/11,1,4,l,i,r,-134278.2762,-225868.5306,278.165271,619.2648843,6,8,11,-5.7589
N-1346-08-S_-3038584896_35077,N-1346-08-S,4.994,11/6/11,1,4,l,i,g,-134391.5927,-225902.3054,394.668409,619.2696814,6,8,37,-11.178
N-1346-08-S_-3038498496_32499,N-1346-08-S,4.994,11/7/11,1,4,l,a,f,-134311.8964,-226001.4539,331.22862,619.0693047,6,8,25,-9.4936
N-1346-08-S_-3038066496_36839,N-1346-08-S,4.994,11/12/11,1,4,l,i,r,-134267.1615,-226238.7264,290.11929,620.494901,6,8,18,-10.673
N-1346-08-S_-3037980096_32823,N-1346-08-S,4.994,11/13/11,1,4,f,a,f,-134580.8271,-225020.1606,231.611352,617.1339927,7,8,66,-6.6264
N-1346-08-S_-3037893696_38371,N-1346-08-S,4.994,11/14/11,1,4,f,i,g,-134393.1208,-225604.4861,273.390643,618.1746867,7,8,90,-7.8025
N-1346-08-S_-3037720896_48557,N-1346-08-S,4.994,11/16/11,1,4,f,a,s,-134420.2869,-225521.9424,280.84395,618.0047089,7,8,48,-7.828
N-1346-08-S_-3037634496_54237,N-1346-08-S,4.994,11/17/11,1,4,f,i,r,-134254.4931,-225673.6709,184.191917,618.3863798,7,8,92,-3.108
N-1346-08-S_-3037548096_33592,N-1346-08-S,4.994,11/18/11,1,4,f,i,g,-134376.0271,-225851.9919,361.383807,619.354095,7,8,135,-9.7323
N-1346-08-S_-3037375296_35783,N-1346-08-S,4.994,11/20/11,1,4,f,i,h,-134236.7729,-225469.0485,96.670701,618.0158374,7,8,-39,-2.0463
N-1346-08-S_-3037029696_39691,N-1346-08-S,4.994,11/24/11,1,4,f,i,r,-135021.7475,-224217.3689,250.200818,615.0654949,7,8,34,-6.913
N-1346-08-S_-3036856896_41063,N-1346-08-S,4.994,11/26/11,1,4,f,i,r,-135218.7983,-223590.9845,173.587659,614.4159483,7,8,1,-3.5551
N-1346-08-S_-3036770496_36583,N-1346-08-S,4.994,11/27/11,1,4,f,a,s,-136148.8841,-222768.807,323.781386,611.1092931,7,8,7,-8.4136
