Depth,Distance,TealeX,TealeY,ATOScal
-80.667381,1562.933225,-152650,-205311.5809,554.3743959
-78.90332,1520.099196,-152550,-205311.5809,554.5455859
-76.062111,1453.143695,-152450,-205311.5809,554.7167758
-74.066292,1390.162448,-152350,-205311.5809,554.8879657
-71.197777,1327.842836,-152250,-205311.5809,555.0591556
-67.791954,1269.079904,-152150,-205311.5809,554.9957205
-63.994572,1215.714196,-152050,-205311.5809,555.1636755
-60.323204,1148.157045,-151950,-205311.5809,555.3316305
-56.079063,1081.216843,-151850,-205311.5809,555.4995855
-52.292892,1019.703448,-151750,-205311.5809,556.336976
-48.746288,964.655577,-151650,-205311.5809,556.477004
-45.571877,917.096143,-151550,-205311.5809,556.6170321
-42.896366,876.956552,-151450,-205311.5809,557.4261975
-39.979141,846.750776,-151350,-205311.5809,557.515401
-37.639725,824.626292,-151250,-205311.5809,557.6046046
-35.424023,764.739821,-151150,-205311.5809,557.6938081
-33.940662,665.863303,-151050,-205311.5809,557.7830116
-31.513203,567.380722,-150950,-205311.5809,557.8722151
-29.481836,469.540018,-150850,-205311.5809,558.1555378
-27.147461,372.846851,-150750,-205311.5809,558.2498546
-24.260937,277.727396,-150650,-205311.5809,558.3441714
-20.933321,187.320087,-150550,-205311.5809,558.4384881
-17.348789,113.174688,-150450,-205311.5809,558.5328049
-12.36332,58.681652,-150350,-205311.5809,558.6271216
-1,24.802642,-150250,-205311.5809,558.7214384
-130.186295,1952.302119,-153450,-205211.5809,553.5266107
-113.704918,1881.668022,-153350,-205211.5809,553.6634221
-105.591759,1813.043938,-153250,-205211.5809,553.8002334
-100.992538,1746.591682,-153150,-205211.5809,553.9370448
-97.770981,1683.429845,-153050,-205211.5809,554.0738561
-88.805428,1623.973393,-152950,-205211.5809,554.2106675
-78.975311,1568.64372,-152850,-205211.5809,553.9275527
-80.383476,1517.892176,-152750,-205211.5809,554.0987427
-78.467384,1472.19231,-152650,-205211.5809,554.2699326
-76.182152,1431.539055,-152550,-205211.5809,554.4411225
-74.088867,1378.735007,-152450,-205211.5809,554.6123124
-71.624062,1312.187201,-152350,-205211.5809,554.7835023
-68.928635,1250.104109,-152250,-205211.5809,554.9546923
-65.818245,1187.684625,-152150,-205211.5809,554.9247305
-62.786446,1130.483071,-152050,-205211.5809,555.0926855
-59.045937,1078.337163,-151950,-205211.5809,555.2606405
-55.316639,1006.765264,-151850,-205211.5809,555.4285955
-51.562107,940.394363,-151750,-205211.5809,555.5965505
-48.199806,880.40151,-151650,-205211.5809,556.3619184
-45.182072,828.173942,-151550,-205211.5809,556.5019464
-42.395935,784.213066,-151450,-205211.5809,556.6419745
-39.55703,750.318327,-151350,-205211.5809,557.3640832
-37.280117,726.157541,-151250,-205211.5809,557.4532867
-35.42828,704.794475,-151150,-205211.5809,557.5424902
-33.021328,633.310342,-151050,-205211.5809,557.6316938
-31.149689,557.305067,-150950,-205211.5809,557.7208973
-29.13875,457.313768,-150850,-205211.5809,557.8101008
-26.396563,357.32734,-150750,-205211.5809,557.8993043
-22.843046,257.351458,-150650,-205211.5809,558.1868306
-18.684687,157.406221,-150550,-205211.5809,558.2811474
-12.999258,57.651224,-150450,-205211.5809,558.3754642
-198.722931,1983.163606,-153650,-205111.5809,553.1282734
-173.061325,1926.883968,-153550,-205111.5809,553.2650848
-136.332306,1874.253389,-153450,-205111.5809,553.4018961
-114.101364,1810.903354,-153350,-205111.5809,553.5387075
-104.545197,1740.276396,-153250,-205111.5809,553.6755189
-99.918053,1671.752761,-153150,-205111.5809,553.8123302
-92.701286,1605.654558,-153050,-205111.5809,553.9491416
-82.874611,1543.20449,-152950,-205111.5809,554.0859529
-79.728043,1484.868222,-152850,-205111.5809,553.8230894
-78.503517,1431.1489,-152750,-205111.5809,553.9942793
-76.642342,1382.584794,-152650,-205111.5809,554.1654692
-74.82238,1339.534942,-152550,-205111.5809,554.3366591
-72.562149,1302.247236,-152450,-205111.5809,554.5078491
-69.999565,1237.383882,-152350,-205111.5809,554.679039
-67.406563,1171.342778,-152250,-205111.5809,554.8502289
-64.576599,1109.335718,-152150,-205111.5809,555.0214188
-61.285351,1047.865898,-152050,-205111.5809,555.0216955
-57.84164,992.683306,-151950,-205111.5809,555.1896505
-54.506641,937.082031,-151850,-205111.5809,555.3576055
-51.066837,865.383148,-151750,-205111.5809,555.5255605
-47.769062,799.783255,-151650,-205111.5809,555.6935155
-44.735821,741.901958,-151550,-205111.5809,556.3868608
-42.067577,693.489346,-151450,-205111.5809,556.5268888
-39.51535,654.915973,-151350,-205111.5809,556.6669169
-37.149647,628.172769,-151250,-205111.5809,557.3019689
-34.785194,614.510107,-151150,-205111.5809,557.3911724
-32.721798,563.712484,-151050,-205111.5809,557.4803759
-30.591133,492.055385,-150950,-205111.5809,557.5695794
-28.391445,430.580652,-150850,-205111.5809,557.658783
-25.258436,367.895259,-150750,-205111.5809,557.7479865
-21.109882,270.549071,-150650,-205111.5809,557.83719
-17.50621,175.17611,-150550,-205111.5809,558.1238067
-1,85.950803,-150450,-205111.5809,558.2181234
-1,17.639152,-150350,-205111.5809,558.3124402
-226,2029.766717,-153850,-205011.5809,552.7204185
-229.030273,1964.662023,-153750,-205011.5809,552.846233
-220.263321,1902.587923,-153650,-205011.5809,552.9720474
-190.622269,1843.850521,-153550,-205011.5809,553.1403702
-154.03067,1788.778545,-153450,-205011.5809,553.2771816
-122.321915,1737.720525,-153350,-205011.5809,553.4139929
-103.80555,1669.508415,-153250,-205011.5809,553.5508043
-96.6259,1598.89003,-153150,-205011.5809,553.6876157
-82.759338,1530.463026,-153050,-205011.5809,553.824427
-78.67672,1464.810777,-152950,-205011.5809,553.9612384
-78.662422,1403.21921,-152850,-205011.5809,554.0980497
-77.278198,1346.245777,-152750,-205011.5809,553.8898159
-75.588364,1294.500378,-152650,-205011.5809,554.0610059
-73.800781,1248.63316,-152550,-205011.5809,554.2321958
-71.312149,1208.675994,-152450,-205011.5809,554.4033857
-69.000862,1166.362933,-152350,-205011.5809,554.5745756
-66.418205,1096.050876,-152250,-205011.5809,554.7457655
-63.477032,1030.656371,-152150,-205011.5809,554.9169555
-60.475704,968.531831,-152050,-205011.5809,554.9507054
-57.26664,908.543401,-151950,-205011.5809,555.1186604
-53.8866,856.065603,-151850,-205011.5809,555.2866154
-50.27055,795.88594,-151750,-205011.5809,555.4545704
-46.977734,724.016361,-151650,-205011.5809,555.6225254
-43.873203,659.518727,-151550,-205011.5809,556.2717751
-41.191639,604.756324,-151450,-205011.5809,556.4118032
-39.222889,561.116986,-151350,-205011.5809,556.5518312
-36.750237,530.939998,-151250,-205011.5809,556.6918593
-34.16621,514.702754,-151150,-205011.5809,557.2398546
-31.648241,499.078189,-151050,-205011.5809,557.3290581
-29.06543,422.64544,-150950,-205011.5809,557.4182616
-26.865234,350.934486,-150850,-205011.5809,557.5074651
-22.415077,292.92641,-150750,-205011.5809,557.5966686
-17.557383,254.381495,-150650,-205011.5809,557.6858722
-11.7625,167.138534,-150550,-205011.5809,557.7750757
-1,72.695526,-150450,-205011.5809,557.8642792
-300.318146,1956.23512,-153850,-204911.5809,552.5947085
-274.336029,1888.597306,-153750,-204911.5809,552.720523
-242.81691,1823.936327,-153650,-204911.5809,552.8463374
-204.120819,1762.579832,-153550,-204911.5809,552.9721518
-166.412933,1704.88463,-153450,-204911.5809,553.152467
-124.673515,1651.234551,-153350,-204911.5809,553.2892784
-99.059532,1600.703942,-153250,-204911.5809,553.4260897
-86.293434,1528.118366,-153150,-204911.5809,553.5629011
-79.545471,1457.510453,-153050,-204911.5809,553.6997125
-79.841835,1389.194417,-152950,-204911.5809,553.8365238
-77.975464,1324.090128,-152850,-204911.5809,553.9733352
-76.543358,1263.553801,-152750,-204911.5809,554.1101465
-74.754692,1208.272215,-152650,-204911.5809,553.9565425
-72.79129,1158.997534,-152550,-204911.5809,554.1277324
-70.523476,1116.220163,-152450,-204911.5809,554.2989223
-68.114296,1080.482049,-152350,-204911.5809,554.4701123
-65.481445,1024.99324,-152250,-204911.5809,554.6413022
-62.910313,954.744036,-152150,-204911.5809,554.8124921
-60.023983,890.202902,-152050,-204911.5809,554.983682
-56.470467,827.938451,-151950,-204911.5809,555.0476704
-53.62582,769.986548,-151850,-204911.5809,555.2156254
-49.690079,721.30194,-151750,-204911.5809,555.3835804
-46.169102,654.787085,-151650,-204911.5809,555.5515354
-43.108948,582.676057,-151550,-204911.5809,555.7194904
-40.310741,519.881379,-151450,-204911.5809,556.2967175
-37.978867,469.882551,-151350,-204911.5809,556.4367456
-35.881912,434.484833,-151250,-204911.5809,556.5767736
-33.166328,414.988167,-151150,-204911.5809,556.7168017
-29.858398,417.993093,-151050,-204911.5809,557.1777402
-24.767656,359.923122,-150950,-204911.5809,557.2669438
-7.807383,281.237947,-150850,-204911.5809,557.3561473
-15.990273,210.217805,-150750,-204911.5809,557.4453508
-10.398711,158.369777,-150650,-204911.5809,557.5345543
-11,131.64211,-150550,-204911.5809,557.6237578
-1,32.52143,-150450,-204911.5809,557.7129614
-252,2033.192289,-154050,-204811.5809,552.2173696
-286.342194,1958.012978,-153950,-204811.5809,552.3431841
-265.775513,1885.141576,-153850,-204811.5809,552.4689985
-251.935272,1814.856111,-153750,-204811.5809,552.594813
-239.22937,1747.468638,-153650,-204811.5809,552.7206274
-210.612152,1683.327235,-153550,-204811.5809,552.8464418
-173.119843,1622.816847,-153450,-204811.5809,553.0277525
-126.88871,1566.358343,-153350,-204811.5809,553.1645638
-88.692772,1514.404965,-153250,-204811.5809,553.3013752
-84.758163,1460.744435,-153150,-204811.5809,553.4381865
-81.762306,1386.734701,-153050,-204811.5809,553.5749979
-79.670586,1316.139853,-152950,-204811.5809,553.7118093
-77.655937,1247.96041,-152850,-204811.5809,553.8486206
-75.950821,1183.536532,-152750,-204811.5809,553.985432
-74.176834,1124.327471,-152650,-204811.5809,554.1222433
-72.181526,1071.198301,-152550,-204811.5809,554.0232691
-70.513481,1025.094795,-152450,-204811.5809,554.194459
-67.284882,986.149711,-152350,-204811.5809,554.3656489
-64.477966,949.562455,-152250,-204811.5809,554.5368388
-61.77047,883.640082,-152150,-204811.5809,554.7080287
-58.713165,813.476998,-152050,-204811.5809,554.8792187
-55.483437,750.113231,-151950,-204811.5809,554.9766803
-52.18203,687.684703,-151850,-204811.5809,555.1446353
-49.069725,632.69855,-151750,-204811.5809,555.3125903
-45.452812,589.552301,-151650,-204811.5809,555.4805453
-41.590546,513.865569,-151550,-204811.5809,555.6485003
-38.547852,441.38768,-151450,-204811.5809,555.8164553
-36.390507,381.560408,-151350,-204811.5809,556.3216599
-33.710388,338.695158,-151250,-204811.5809,556.461688
-30.945078,315.454327,-151150,-204811.5809,556.601716
-27.481562,319.299532,-151050,-204811.5809,556.7417441
-21.79664,304.333058,-150950,-204811.5809,556.8817722
-7,223.629757,-150850,-204811.5809,557.2048294
-7,139.858491,-150750,-204811.5809,557.294033
-1,70.049796,-150650,-204811.5809,557.3832365
-1,36.487772,-150550,-204811.5809,557.47244
0,2.272323,-150450,-204811.5809,557.5616435
-251.252151,1969.96797,-154050,-204711.5809,552.0916596
-235.31871,1892.278452,-153950,-204711.5809,552.2174741
-226.931564,1816.772325,-153850,-204711.5809,552.3432885
-199.654602,1743.733242,-153750,-204711.5809,552.469103
-209.383392,1673.484257,-153650,-204711.5809,552.5949174
-188.366089,1606.391453,-153550,-204711.5809,552.7207318
-160.939682,1542.86663,-153450,-204711.5809,552.8465463
-128.483521,1483.368254,-153350,-204711.5809,553.0398493
-97.65992,1428.399565,-153250,-204711.5809,553.1766606
-85.519417,1378.502541,-153150,-204711.5809,553.313472
-81.934883,1319.629444,-153050,-204711.5809,553.4502833
-79.535355,1245.359596,-152950,-204711.5809,553.5870947
-77.370003,1174.781471,-152850,-204711.5809,553.7239061
-75.477776,1106.774249,-152750,-204711.5809,553.8607174
-73.324142,1043.217512,-152650,-204711.5809,553.9975288
-70.932892,985.726289,-152550,-204711.5809,553.9188057
-68.615623,935.419615,-152450,-204711.5809,554.0899956
-65.566284,893.051536,-152350,-204711.5809,554.2611855
-62.853867,859.671478,-152250,-204711.5809,554.4323755
-60.120354,814.871322,-152150,-204711.5809,554.6035654
-57.120312,742.312903,-152050,-204711.5809,554.7747553
-53.61797,672.274853,-151950,-204711.5809,554.9459452
-50.206173,610.63779,-151850,-204711.5809,555.0736453
-46.839882,548.031406,-151750,-204711.5809,555.2416003
-43.788944,497.730477,-151650,-204711.5809,555.4095553
-40.83461,454.500225,-151550,-204711.5809,555.5775103
-37.163437,373.322274,-151450,-204711.5809,555.7454653
-33.11129,300.224551,-151350,-204711.5809,556.2065742
-30.584414,246.27576,-151250,-204711.5809,556.3466023
-27.531446,216.350839,-151150,-204711.5809,556.4866304
-20.248907,221.779522,-151050,-204711.5809,556.6266584
-15.51125,214.786561,-150950,-204711.5809,556.7666865
-7,169.398718,-150850,-204711.5809,556.9067146
-7,95.37841,-150750,-204711.5809,557.1427151
-1,0.081754,-150650,-204711.5809,557.2319186
-253.87558,1988.319745,-154150,-204611.5809,551.8401352
-229.456711,1908.774176,-154050,-204611.5809,551.9659496
-208.376251,1829.65042,-153950,-204611.5809,552.0917641
-189.027069,1751.44643,-153850,-204611.5809,552.2175785
-170.082733,1675.562156,-153750,-204611.5809,552.343393
-173.28949,1602.327207,-153650,-204611.5809,552.4692074
-146.986801,1532.121541,-153550,-204611.5809,552.5950218
-119.195313,1465.380618,-153450,-204611.5809,552.7208363
-100.296326,1402.599121,-153350,-204611.5809,552.8466507
-90.585739,1344.331892,-153250,-204611.5809,553.0519461
-85.119919,1291.190216,-153150,-204611.5809,553.1887574
-81.953674,1240.150374,-153050,-204611.5809,553.3255688
-79.334801,1178.544072,-152950,-204611.5809,553.4623801
-76.741051,1103.996339,-152850,-204611.5809,553.5991915
-73.912186,1033.427435,-152750,-204611.5809,553.7360029
-71.160233,965.656923,-152650,-204611.5809,553.8728142
-67.952072,903.2424,-152550,-204611.5809,554.0096256
-64.718399,848.056821,-152450,-204611.5809,553.9855323
-61.846016,801.587736,-152350,-204611.5809,554.1567222
-59.664608,764.254437,-152250,-204611.5809,554.3279121
-57.085587,726.140647,-152150,-204611.5809,554.499102
-54.374104,678.034908,-152050,-204611.5809,554.6702919
-51.538517,601.030031,-151950,-204611.5809,554.8414819
-47.363438,531.189355,-151850,-204611.5809,555.0026553
-43.658596,469.435181,-151750,-204611.5809,555.1706103
-40.22414,409.593206,-151650,-204611.5809,555.3385653
-38.435703,366.317865,-151550,-204611.5809,555.5065203
-35.439026,320.53013,-151450,-204611.5809,555.6744753
-30.880352,233.840153,-151350,-204611.5809,555.8424303
-25.863125,159.519522,-151250,-204611.5809,556.2315166
-24.195469,118.760006,-151150,-204611.5809,556.3715447
-1,127.456166,-151050,-204611.5809,556.5115728
-1,120.928962,-150950,-204611.5809,556.6516008
-1,80.731419,-150850,-204611.5809,556.7916289
-1,36.860327,-150750,-204611.5809,556.931657
-249.046753,1930.185772,-154150,-204511.5809,551.7144252
-226.848831,1848.601674,-154050,-204511.5809,551.8402396
-199.804382,1768.426305,-153950,-204511.5809,551.9660541
-168.247223,1689.516948,-153850,-204511.5809,552.0918685
-162.495895,1610.717683,-153750,-204511.5809,552.217683
-156.812729,1534.390887,-153650,-204511.5809,552.3434974
-123.616638,1460.924137,-153550,-204511.5809,552.4693118
-103.074455,1390.770748,-153450,-204511.5809,552.5951263
-93.3218,1324.457328,-153350,-204511.5809,552.7209407
-88.161911,1262.589067,-153250,-204511.5809,552.8467552
-84.567772,1205.85036,-153150,-204511.5809,553.0640429
-81.547501,1154.997416,-153050,-204511.5809,553.2008542
-77.912849,1101.880026,-152950,-204511.5809,553.3376656
-72.06797,1037.549753,-152850,-204511.5809,553.4744769
-68.042068,962.650148,-152750,-204511.5809,553.6112883
-64.829338,892.016427,-152650,-204511.5809,553.7480997
-61.7691,824.643771,-152550,-204511.5809,553.884911
-58.342228,763.800293,-152450,-204511.5809,554.0217224
-55.444336,711.859836,-152350,-204511.5809,554.0522588
-53.652149,670.17508,-152250,-204511.5809,554.2234487
-51.69746,640.382388,-152150,-204511.5809,554.3946387
-49.954258,591.292359,-152050,-204511.5809,554.5658286
-47.753437,538.307113,-151950,-204511.5809,554.7370185
-44.420666,459.832307,-151850,-204511.5809,554.9082084
-39.762344,390.347003,-151750,-204511.5809,555.0996202
-35.493084,328.325388,-151650,-204511.5809,555.2675752
-34.0891,274.21664,-151550,-204511.5809,555.4355302
-32.406174,230.900087,-151450,-204511.5809,555.6034852
-23.153008,189.59973,-151350,-204511.5809,555.7714402
-19.191368,98.209672,-151250,-204511.5809,556.1164309
-17,22.669104,-151150,-204511.5809,556.256459
-1,27.861409,-151050,-204511.5809,556.3964871
-1,27.50144,-150950,-204511.5809,556.5365152
-290.456604,1958.829592,-154250,-204411.5809,552.1132149
-265.697113,1874.085944,-154150,-204411.5809,552.2125207
-230.411758,1790.91677,-154050,-204411.5809,551.7145296
-196.91301,1709.163798,-153950,-204411.5809,551.8403441
-183.841675,1628.264209,-153850,-204411.5809,551.9661585
-186.130112,1549.596006,-153750,-204411.5809,552.091973
-157.033981,1470.12187,-153650,-204411.5809,552.2177874
-128.812927,1393.270344,-153550,-204411.5809,552.3436018
-101.392693,1319.524987,-153450,-204411.5809,552.4694163
-91.61348,1249.435925,-153350,-204411.5809,552.5952307
-87.384651,1183.65285,-153250,-204411.5809,552.7210452
-83.863007,1122.932772,-153150,-204411.5809,552.8468596
-80.999374,1068.13948,-153050,-204411.5809,553.0761397
-71.756958,1018.259238,-152950,-204411.5809,553.212951
-63.320587,963.462108,-152850,-204411.5809,553.3497624
-58.241405,896.689941,-152750,-204411.5809,553.4865737
-55.25758,821.329836,-152650,-204411.5809,553.6233851
-52.933243,750.609318,-152550,-204411.5809,553.7601965
-50.665001,683.799242,-152450,-204411.5809,553.8970078
-48.393478,625.247905,-152350,-204411.5809,554.0338192
-46.833477,578.086871,-152250,-204411.5809,554.1189854
-45.396797,543.681057,-152150,-204411.5809,554.2901753
-44.19371,502.883308,-152050,-204411.5809,554.4613652
-42.851093,460.405331,-151950,-204411.5809,554.6325551
-39.981483,399.772134,-151850,-204411.5809,554.8037451
-35.452892,318.816381,-151750,-204411.5809,555.0286302
-31.915741,250.158818,-151650,-204411.5809,555.1965852
-29.254688,187.685195,-151550,-204411.5809,555.3645402
-24.737734,144.241608,-151450,-204411.5809,555.5324952
-11,96.940951,-151350,-204411.5809,555.7004502
-1,75.316988,-151250,-204411.5809,555.8684052
-348.932495,1997.100305,-154350,-204311.5809,551.8479715
-305.145203,1908.820154,-154250,-204311.5809,551.9472773
-253.132858,1821.751667,-154150,-204311.5809,552.0465831
-216.401917,1736.077155,-154050,-204311.5809,552.1458889
-203.964966,1652.013511,-153950,-204311.5809,552.2451947
-214.292297,1569.819542,-153850,-204311.5809,551.8404485
-185.381332,1488.340375,-153750,-204311.5809,551.966263
-140.491989,1408.957246,-153650,-204311.5809,552.0920774
-113.847618,1329.701158,-153550,-204311.5809,552.2178918
-98.53598,1252.217677,-153450,-204311.5809,552.3437063
-90.70285,1178.131168,-153350,-204311.5809,552.4695207
-86.543785,1108.123183,-153250,-204311.5809,552.5953352
-82.955894,1043.015306,-153150,-204311.5809,552.7211496
-80.27449,983.780904,-153050,-204311.5809,552.846964
-61.761993,931.541092,-152950,-204311.5809,553.0882365
-53.897034,879.596806,-152850,-204311.5809,553.2250478
-49.536209,825.725055,-152750,-204311.5809,553.3618592
-46.911171,756.03982,-152650,-204311.5809,553.4986705
-45.034142,680.051536,-152550,-204311.5809,553.6354819
-43.432304,609.208822,-152450,-204311.5809,553.7722933
-41.933712,543.254506,-152350,-204311.5809,553.9091046
-40.345234,488.343114,-152250,-204311.5809,554.014522
-38.735119,448.027043,-152150,-204311.5809,554.1857119
-38.932541,419.710125,-152050,-204311.5809,554.3569019
-37.456482,367.747245,-151950,-204311.5809,554.5280918
-33.963436,332.170058,-151850,-204311.5809,554.6992817
-29.834961,264.31226,-151750,-204311.5809,554.8704716
-26.093399,178.050155,-151650,-204311.5809,555.1255951
-25,112.451688,-151550,-204311.5809,555.2935501
-11,51.216581,-151450,-204311.5809,555.4615051
-11,7.299949,-151350,-204311.5809,555.6294601
-1,9.181355,-151250,-204311.5809,555.7974151
-296,2044.271686,-154450,-204211.5809,551.5827282
-327.6698,1953.158429,-154350,-204211.5809,551.682034
-267.070892,1862.840678,-154250,-204211.5809,551.7813398
-262.167847,1773.516322,-154150,-204211.5809,551.8806456
-245.196014,1685.391616,-154050,-204211.5809,551.9799514
-257.226135,1598.664959,-153950,-204211.5809,552.0792572
-227.118515,1513.576693,-153850,-204211.5809,552.178563
-180.393082,1430.419225,-153750,-204211.5809,551.840553
-145.30751,1348.728962,-153650,-204211.5809,551.9663674
-133.349289,1268.492514,-153550,-204211.5809,552.0921818
-104.5793,1189.517561,-153450,-204211.5809,552.2179963
-91.132973,1111.258731,-153350,-204211.5809,552.3438107
-85.38343,1036.744861,-153250,-204211.5809,552.4696252
-81.495392,966.842203,-153150,-204211.5809,552.5954396
-68.285233,902.622726,-153050,-204211.5809,552.721254
-51.315197,845.38259,-152950,-204211.5809,552.8470685
-46.286758,796.627682,-152850,-204211.5809,553.1003333
-42.561718,741.52219,-152750,-204211.5809,553.2371446
-40.230194,689.481325,-152650,-204211.5809,553.373956
-38.624725,615.743104,-152550,-204211.5809,553.5107673
-37.121014,538.848294,-152450,-204211.5809,553.6475787
-36.484337,467.820939,-152350,-204211.5809,553.7843901
-34.728672,403.323088,-152250,-204211.5809,553.9212014
-33.919415,354.651978,-152150,-204211.5809,554.0812486
-34.429924,326.396493,-152050,-204211.5809,554.2524385
-32.801601,280.183875,-151950,-204211.5809,554.4236284
-30.953985,239.967604,-151850,-204211.5809,554.5948183
-26.325665,192.740576,-151750,-204211.5809,554.7660083
-19.210703,133.48088,-151650,-204211.5809,554.9371982
-5,41.774025,-151550,-204211.5809,555.2225601
0,7.532486,-151450,-204211.5809,555.3905151
-296,2006.080466,-154450,-204111.5809,551.4167906
-335.02066,1913.149226,-154350,-204111.5809,551.5160964
-319.635803,1820.967073,-154250,-204111.5809,551.6154022
-295.908234,1729.653782,-154150,-204111.5809,551.714708
-274.950562,1639.24553,-154050,-204111.5809,551.8140138
-257.660156,1549.938922,-153950,-204111.5809,551.9133196
-235.913559,1462.017584,-153850,-204111.5809,552.0126254
-222.439148,1375.747131,-153750,-204111.5809,552.1119312
-200.94075,1291.458448,-153650,-204111.5809,551.8406574
-145.135086,1209.538156,-153550,-204111.5809,551.9664718
-111.434998,1128.266812,-153450,-204111.5809,552.0922863
-92.940506,1049.666082,-153350,-204111.5809,552.2181007
-83.548828,970.434348,-153250,-204111.5809,552.3439152
-78.052582,895.369624,-153150,-204111.5809,552.4697296
-52.633396,825.609292,-153050,-204111.5809,552.595544
-45.09008,762.610413,-152950,-204111.5809,552.7213585
-40.312538,708.179766,-152850,-204111.5809,552.8471729
-37.439766,657.725467,-152750,-204111.5809,553.1124301
-35.080353,602.96409,-152650,-204111.5809,553.2492414
-33.671799,555.830126,-152550,-204111.5809,553.3860528
-32.197227,476.112308,-152450,-204111.5809,553.5228641
-30.972696,397.73014,-152350,-204111.5809,553.6596755
-30.029453,326.462054,-152250,-204111.5809,553.7964869
-29.626915,264.978429,-152150,-204111.5809,553.9332982
-30.069218,228.109971,-152050,-204111.5809,554.1479751
-29.656992,202.891387,-151950,-204111.5809,554.3191651
-23.224024,144.393278,-151850,-204111.5809,554.490355
-21.326836,118.885254,-151750,-204111.5809,554.6615449
-5,55.791741,-151650,-204111.5809,554.8327348
-5,0.522595,-151550,-204111.5809,555.1515701
-324.023163,1971.918546,-154450,-204011.5809,551.2508531
-321.662689,1877.532584,-154350,-204011.5809,551.3501589
-304.94165,1783.601187,-154250,-204011.5809,551.4494647
-283.96109,1690.270486,-154150,-204011.5809,551.5487705
-256.384491,1597.746988,-154050,-204011.5809,551.6480763
-238.799225,1506.179458,-153950,-204011.5809,551.7473821
-214.885193,1415.654062,-153850,-204011.5809,551.8466879
-200.518356,1326.371433,-153750,-204011.5809,551.9459937
-196.831985,1238.727545,-153650,-204011.5809,552.0452995
-183.115265,1153.09613,-153550,-204011.5809,552.1446053
-157.179611,1069.960485,-153450,-204011.5809,551.9665763
-111.516365,988.381878,-153350,-204011.5809,552.0923907
-81.129997,909.341621,-153250,-204011.5809,552.2182052
-62.094063,829.81304,-153150,-204011.5809,552.3440196
-46.325779,754.011685,-153050,-204011.5809,552.469834
-40.508518,684.454206,-152950,-204011.5809,552.5956485
-36.835037,623.234706,-152850,-204011.5809,552.7214629
-33.754959,573.031796,-152750,-204011.5809,552.8472774
-31.140312,519.043628,-152650,-204011.5809,553.1245269
-29.370625,465.970305,-152550,-204011.5809,553.2613382
-27.908281,427.211611,-152450,-204011.5809,553.3981496
-26.40461,337.9738,-152350,-204011.5809,553.5349609
-24.940001,256.615149,-152250,-204011.5809,553.6717723
-25.969257,185.162116,-152150,-204011.5809,553.8085837
-25.511797,131.801435,-152050,-204011.5809,553.945395
-19.655312,129.671636,-151950,-204011.5809,554.2147017
-1,61.608634,-151850,-204011.5809,554.3858916
-1,29.860396,-151750,-204011.5809,554.5570815
-257.272552,1986.833036,-154550,-203911.5809,550.9973544
-273.133942,1926.684128,-154450,-203911.5809,551.0849155
-273.274658,1837.720108,-154350,-203911.5809,551.1842213
-279.10672,1749.356975,-154250,-203911.5809,551.2835271
-262.130585,1655.698593,-154150,-203911.5809,551.3828329
-236.299881,1561.408851,-154050,-203911.5809,551.4821387
-195.333664,1467.613257,-153950,-203911.5809,551.5814445
-180.941681,1374.652609,-153850,-203911.5809,551.6807503
-159.673325,1282.751307,-153750,-203911.5809,551.7800561
-154.060944,1192.068346,-153650,-203911.5809,551.8793619
-175.846024,1102.819883,-153550,-203911.5809,551.9786677
-149.523636,1015.576904,-153450,-203911.5809,552.0779735
-115.647339,930.903433,-153350,-203911.5809,551.9666807
-87.39637,849.006169,-153250,-203911.5809,552.0924952
-54.886795,768.644861,-153150,-203911.5809,552.2183096
-43.340626,689.519063,-153050,-203911.5809,552.344124
-37.421524,612.683016,-152950,-203911.5809,552.4699385
-33.322071,543.437593,-152850,-203911.5809,552.5957529
-30.379494,485.044695,-152750,-203911.5809,552.7215674
-27.988945,437.321961,-152650,-203911.5809,552.8473818
-26.053946,381.194859,-152550,-203911.5809,553.1366237
-23.92543,332.702504,-152450,-203911.5809,553.273435
-22.351563,299.94129,-152350,-203911.5809,553.4102464
-20.87207,204.376245,-152250,-203911.5809,553.5470577
-21,115.748348,-152150,-203911.5809,553.6838691
-14,43.870939,-152050,-203911.5809,553.8206805
-14,37.840232,-151950,-203911.5809,554.1102383
-1,20.149065,-151850,-203911.5809,554.2814283
-256.701386,1974.932384,-154650,-203811.5809,550.7567343
-241.222458,1909.178917,-154550,-203811.5809,550.8408445
-234.310547,1846.502194,-154450,-203811.5809,550.9249548
-224.607773,1787.225942,-154350,-203811.5809,551.0182837
-241.529266,1703.635556,-154250,-203811.5809,551.1175895
-217.175659,1614.127858,-154150,-203811.5809,551.2168953
-196.243134,1525.923778,-154050,-203811.5809,551.3162011
-161.653976,1434.415232,-153950,-203811.5809,551.4155069
-141.208389,1339.482329,-153850,-203811.5809,551.5148127
-115.892929,1245.294742,-153750,-203811.5809,551.6141185
-107.138832,1151.756984,-153650,-203811.5809,551.7134243
-118.322815,1059.398543,-153550,-203811.5809,551.8127301
-144.029678,968.492364,-153450,-203811.5809,551.9120359
-117.591095,879.29643,-153350,-203811.5809,552.0113417
-87.85527,792.683395,-153250,-203811.5809,551.9667852
-70.31012,709.599689,-153150,-203811.5809,552.0925996
-45.027889,628.273556,-153050,-203811.5809,552.218414
